name;url;occupation;estate;lan;kommun;wikidata_id;person_id
Lennart Gripenberg;/wiki/Lennart_Gripenberg;;nobility;;;Q4355145;i-C9KYhraNLJSN4TypRVTUUr
Adolf Grotenfelt;/wiki/Adolf_Grotenfelt;;nobility;;;;i-PakNJPLNiG83PD1Hqsszw6
Nils Grotenfelt;/wiki/Nils_Grotenfelt_(maanviljelysneuvos);maanviljelysneuvos;nobility;;;;i-8WEAdEX6W6PSz4dVAB2q1x
Nils Bernt Grotenfelt;/wiki/Nils_Bernt_Grotenfelt;;nobility;;;;i-AtzZDHHkMR8JK9m5A1frvF
Berndt Adolf Grönhagen;/wiki/Berndt_Adolf_Gr%C3%B6nhagen;;nobility;;;;i-YEt1xaoG7yy8dMtmmaDBsM
Fridolf Rafael von Haartman;/wiki/Fridolf_Rafael_von_Haartman;;nobility;;;;i-HhpcZwrh13UfQgSjC4pfMf
Lars Emil von Haartman;/wiki/Lars_Emil_von_Haartman;;nobility;;;;i-QqBB3xoTfxVdjYr5NQonYt
Victor von Haartman;/wiki/Victor_von_Haartman;;nobility;;;;i-3AtCF9sv6EHtjCstTrjHpC
Wilhelm Hackman;/wiki/Wilhelm_Hackman;;nobility;;;;i-EQvj9fL5osnqMNoPpVA6wE
Robert Reinhold August Hedenberg;/wiki/Robert_Reinhold_August_Hedenberg;;nobility;;;;i-V4C4SLqoHKpdVigS9jN6JV
Lars Teodor von Hellens;/wiki/Lars_Teodor_von_Hellens;;nobility;;;;i-73dFa8UGNCPz6EYcxu2835
Eduard Hisinger;/wiki/Eduard_Hisinger;;nobility;;;Q11856576;i-J1rpecNsAtKm6tYwewGWk
Robert Emil Hisinger;/wiki/Robert_Emil_Hisinger;;nobility;;;;i-RqnKaG4Hk193aoEnE7oY7w
Gustaf Alfred af Hällström;/wiki/Gustaf_Alfred_af_H%C3%A4llstr%C3%B6m;;nobility;;;;i-HHaCYxvtqi5749rN5jgDix
Gustaf Richard Idestam;/wiki/Gustaf_Richard_Idestam;;nobility;;;;i-T7obg2BNJjQHgCfqJQDHo3
Emil Lindsay von Julin;/wiki/Emil_Lindsay_von_Julin;;nobility;;;;i-4GaPQPN9o2DtPJqk8V2RRe
Krister Jägerskiöld;/wiki/Krister_J%C3%A4gerski%C3%B6ld;;nobility;;;;i-zC1JQ6HfsjfVTmDo1UNS4
Alexander Järnefelt;/wiki/Alexander_J%C3%A4rnefelt;;nobility;;;;i-9Fj91ko5X9A2V9Yf4tWMNm
Gustaf Johan Järnefelt;/wiki/Gustaf_Johan_J%C3%A4rnefelt;;nobility;;;;i-977pYss6B2QXmArbdaAc9A
Artur Emil Vilhelm Klinckowström;/wiki/Artur_Emil_Vilhelm_Klinckowstr%C3%B6m;;nobility;;;;i-DFYQrVEmnc2KccuuDpq1ib
Anton Leonard von Knorring;/wiki/Anton_Leonard_von_Knorring;;nobility;;;;i-ENeMx6XG6uxkKZ5MuVZMcF
Carl Gustav Mortimer von Kraemer;/wiki/Carl_Gustav_Mortimer_von_Kraemer;;nobility;;;;i-FxBFM2uzof1KWHDpt4Uswx
Wilhelm Theodor von Kraemer;/wiki/Wilhelm_Theodor_von_Kraemer;;nobility;;;;i-DvsnxJr6R8m8r5wknzUSGc
Georg Kasimir Ladau;/wiki/Georg_Kasimir_Ladau;;nobility;;;;i-34mfTvfVt9Bdb5T1DmaSyQ
Alexander Wilhelm Lagerborg;/wiki/Alexander_Wilhelm_Lagerborg;;nobility;;;;i-VFEu1HLKJix9SRhuJxAViZ
Robert Lagerborg;/wiki/Robert_Lagerborg;;nobility;;;;i-Am5M117G1VX7yJjQ9Nirc2
Wilhelm Lagus;/wiki/Wilhelm_Lagus;;nobility;;;;i-H2tWZRuEZ8bzGbjzhmGuxp
Gustaf Adolf Langenskiöld;/wiki/Gustaf_Adolf_Langenski%C3%B6ld;;nobility;;;;i-SFc8hpHHMKPoBCPMh5HGZC
Fridolf Linder;/wiki/Fridolf_Linder;;nobility;;;;i-WF8BWGJBsroMfDPtmAkEZt
Torsten Leonard Lode;/wiki/Torsten_Leonard_Lode;;nobility;;;;i-95LiWSVCTALqsRCn79kA23
Leo Mechelin;/wiki/Leo_Mechelin;;nobility;;;Q2668824;i-BM1QN3ZJ5FqkktH9JwVhGK
Clas Herman Molander;/wiki/Clas_Herman_Molander;;nobility;;;;i-39HLCE9yBTZGgTmRXc8MV4
Robert Montgomery;/wiki/Robert_Montgomery;varamaamarsalkka;nobility;;;Q2796467;i-4yJxJNJJ1BwQYoDiqLucKJ
Lennart Fritiof Munck af Fulkila;/wiki/Lennart_Fritiof_Munck_af_Fulkila;;nobility;;;;i-FGXsDXPGYxh7QuVwHKESrf
Karl Fredrik Munck;/wiki/Karl_Fredrik_Munck;;nobility;;;;i-SU2n35iQoWZU6ahNBi2tN9
Anders Lorenz Munsterhjelm;/wiki/Anders_Lorenz_Munsterhjelm;;nobility;;;;i-GB2XZda45FyKVanRwMkJ38
Reinhold Peter Nasacken;/wiki/Reinhold_Peter_Nasacken;;nobility;;;;i-XqM7pnUo7aV7Yxy3ZM6vyP
Wilhelm Fredrik von Nottbeck;/wiki/Wilhelm_Fredrik_von_Nottbeck;;nobility;;;;i-QskzHhWrhp8unnoSpbaboW
Karl Adolf Nordenskiöld;/wiki/Karl_Adolf_Nordenski%C3%B6ld;;nobility;;;;i-8gBsTMzJRwtbuFPKfppaoz
Nils Otto Nordenskiöld;/wiki/Nils_Otto_Nordenski%C3%B6ld_(valtiop%C3%A4ivämies);valtiopäivämies;nobility;;;;i-H5ZHs71VNBBoa2s2Mnefgi
Christian Theodor Oker-Blom;/wiki/Christian_Theodor_Oker-Blom;;nobility;;;;i-54SfkVromhfR9VDTNCqXJe
E. G. Palmén;/wiki/E._G._Palm%C3%A9n;;nobility;;;;i-ynpFoT6aL9fCNEXJQNnuy
Fredrik Josef Pipping;/wiki/Fredrik_Josef_Pipping;;nobility;;;;i-XXg2bmhEiXiYrETYEK6PnU
Johan Fridolf Pipping;/wiki/Johan_Fridolf_Pipping;;nobility;;;;i-5X1QYE5wSq1vbEbT9M6276
Josef Adam Joakim Pippingsköld;/wiki/Josef_Adam_Joakim_Pippingsk%C3%B6ld;;nobility;;;;i-T6mMFVzHVrVXYdjMx43gXd
Lars Knut Prytz;/wiki/Lars_Knut_Prytz;;nobility;;;;i-6wx4tZs3L9ZDfftTDUg18n
Fredrik Wilhelm Hugo von Qvanten;/wiki/Fredrik_Wilhelm_Hugo_von_Qvanten;;nobility;;;;i-DowNYFPp5EFuyJj5pim8KZ
Georg Edvard Ramsay;/wiki/Georg_Edvard_Ramsay;;nobility;;;;i-EyCwcgnc6m1fa5U2bKaFXx
Wolter Ramsay;/wiki/Wolter_Ramsay;;nobility;;;;i-41d4zMw4hn2GPrzvCT2NuU
Ernst Viktor von Rehausen;/wiki/Ernst_Viktor_von_Rehausen;;nobility;;;;i-AMw8Mgy5XNirhXZx9dDqkZ
Thiodolf Rein;/wiki/Thiodolf_Rein;;nobility;;;;i-Atxa2Kx8Acoj72bWbshGTU
Alexander Rokassowskij;/wiki/Alexander_Rokassowskij;;nobility;;;;i-FJYWThSR2FXXQsLLsRCnTT
Adolf Theodor Rosenbröijer;/wiki/Adolf_Theodor_Rosenbr%C3%B6ijer;;nobility;;;;i-UQGJ6dJZneUpxkDhyzDuCy
Alfred Rosenbröijer;/wiki/Alfred_Rosenbr%C3%B6ijer;;nobility;;;;i-CEp3RjrmexchFBpruvkhuA
August Schauman;/wiki/August_Schauman;;nobility;;;;i-GsTBuxn4gzdp2YPxq2CF9t
Berndt Otto Schauman;/wiki/Berndt_Otto_Schauman;;nobility;;;;i-TpRRxpwrPivaPab2rTZrGQ
Karl Frans Johan Schauman;/wiki/Karl_Frans_Johan_Schauman;;nobility;;;;i-F5fPeiDWjze3RMUqb48JRf
Hjalmar Schildt;/wiki/Hjalmar_Schildt;;nobility;;;;i-KMybxddpRTDXE79ZmgAnee
Onni Schildt;/wiki/Onni_Schildt;;nobility;;;Q7094392;i-KEH715U4Y1bzNSfLtCZFuv
Carl Rudolf Christer Schulman;/wiki/Carl_Rudolf_Christer_Schulman;;nobility;;;;i-BKn5P8moHXW7NGJY13Xq5b
Karl Hugo Brynolf af Schultén;/wiki/Hugo_af_Schult%C3%A9n;;nobility;;;;i-JYnNDW4szXXVGYP1Ve2Bqg
Maximus af Schultén;/wiki/Maximus_af_Schult%C3%A9n;;nobility;;;;i-KyrAu5PxJtcHbBh2XnzKUA
Uno von Schrowe;/wiki/Uno_von_Schrowe;;nobility;;;;i-SQJ5Monvd2cwvwoh9Q8GtZ
Claes Samuel Segerstråle;/wiki/Claes_Samuel_Segerstr%C3%A5le;;nobility;;;;i-CqTKzpVB1Ea1CPnfyEN8TZ
Carl Silfverhjelm;/wiki/Carl_Silfverhjelm;;nobility;;;;i-4RJVSLcF3nMJU7eedc7PSH
Woldemar Gustaf Silfversvan;/wiki/Woldemar_Gustaf_Silfversvan;;nobility;;;;i-KNCVkqasjV7R2ZyH3Yotmf
Anders Henrik Snellman;/wiki/Anders_Henrik_Snellman;;nobility;;;;i-W8Db684k5G37wqhA7J42ay
Johan Ludvig Snellman;/wiki/Johan_Ludvig_Snellman;;nobility;;;;i-95QdUoEJ7M1gg4Cy6d3QMx
Wilhelm Snellman;/wiki/Wilhelm_Snellman;;nobility;;;;i-5UZXZE7AgBvtFPnfZi5mE1
Alexander Eugen Spåre;/wiki/Alexander_Eugen_Sp%C3%A5re;;nobility;;;;i-EHRMnkSVAPak3672NPWQUt
Karl Vilhelm Spåre;/wiki/Karl_Vilhelm_Sp%C3%A5re;;nobility;;;;i-9ny5NiSBTsXytTLwVXN882
Knut Robert Karl Walfrid Spåre;/wiki/Knut_Robert_Karl_Walfrid_Sp%C3%A5re;;nobility;;;;i-juGUGYJwp7mX3MQnhUEoq
Carl August Standertskjöld;/wiki/Carl_August_Standertskj%C3%B6ld_(s._1814);(s. 1814);nobility;;;;i-Ndoz7NSGawumf9wRE9WPFY
Carl August Standertskjöld;/wiki/Carl_August_Standertskj%C3%B6ld_(1855%E2%80%931935);(1855–1935);nobility;;;;i-Au3rrHPYjxqFxpM5yc49pc
Karl Johan Robert Standertskjöld;/wiki/Karl_Johan_Robert_Standertskj%C3%B6ld;;nobility;;;;i-YRHK5GeF8RREeVWw42KeFH
Henrik Carl Gustaf August Standertskjöld;/wiki/Henrik_Carl_Gustaf_August_Standertskj%C3%B6ld;;nobility;;;;i-2xD73P53y2xgGBX4mgMEoj
Alexis Fredrik Stewen-Steinheil;/wiki/Alexis_Fredrik_Stewen-Steinheil;;nobility;;;;i-6fQyo3ybLpsQGfLE4vh9wB
Fredrik Stjernvall;/wiki/Fredrik_Stjernvall_(senaattori);senaattori;nobility;;;;i-KuRhzNsx46gnkh5bRQzgZF
Emil Stjernvall-Walleen;/wiki/Emil_Stjernvall-Walleen;;nobility;;;;i-TT9wVN7fF9yzm6SxBGQwCu
Magnus Fredrik Tandefelt;/wiki/Magnus_Fredrik_Tandefelt;;nobility;;;;i-CHi1dmNTtAJXTkRBi7jcFv
