name;url;occupation;estate;lan;kommun;wikidata_id;person_id
Nils Jonas Gammal Ehrencrona;/wiki/Nils_Jonas_Gammal_Ehrencrona;;nobility;;;Q104550447;i-WU1bZzJFp2hYGt3zanqwPH
Carl Magnus Gripenberg;/wiki/Carl_Magnus_Gripenberg;;nobility;;;Q5772190;i-FJzRBuP188MmWa7nk6o4Vb
Carl Constantin de Carnall;/wiki/Carl_Constantin_de_Carnall;;nobility;;;Q85991372;i-UTTBHu3P6dThF85VUX7WFy
Erik Johan Örnhielm;/wiki/Erik_Johan_%C3%96rnhielm;;nobility;;;;i-9JWwhn8FEqrGcWpcwD2uFj
Petter Silfverskiöld;/wiki/Petter_Silfverski%C3%B6ld;;nobility;;;;i-Chqg2d75JTMBvZikcSgGtQ
Suomen lähetyskunta;/wiki/Suomen_l%C3%A4hetyskunta;;nobility;;;;i-YYJFZMywSDXzBUdD975RJa
Carl Gustaf Lagermarck;/wiki/Carl_Gustaf_Lagermarck;;nobility;;;Q104550354;i-VRBKtqgHmrBZBsBfH5E1d7
Anton Wilhelm von Schantz;/wiki/Anton_Wilhelm_von_Schantz;;nobility;;;Q104550322;i-X9BEgeY2cHDN4Ry1iBZd3W
Karl Henrik Adlercreutz;/wiki/Karl_Henrik_Adlercreutz;;nobility;;;Q104550073;i-7sU3EJAqpGLKEaXLxNtHt4
Gustaf Wilhelm Ladau;/wiki/Gustaf_Wilhelm_Ladau;;nobility;;;Q5930256;i-TqHLa2ybuznPCSfNH3SkF7
Georg Magnus Sprengtporten;/wiki/Georg_Magnus_Sprengtporten;;nobility;;;Q2548588;i-6a435wsx4cWSjxtKhsztTp
Fredrik Ehrenmalm;/wiki/Fredrik_Ehrenmalm;;nobility;;;Q104550083;i-QWKeMQ8ikAFs3HUhpwcTcY
Hans Henrik Stjernvall;/wiki/Hans_Henrik_Stjernvall;;nobility;;;Q11861477;i-AovpAdtzwGCCHia2yCxBFW
Johan Fredrik von Willebrand;/wiki/Johan_Fredrik_von_Willebrand;;nobility;;;Q104550089;i-6cJ9tYpD4rnGXjRHqAXMfk
Christoffer Egidius von Hartmansdorff;/wiki/Christoffer_Egidius_von_Hartmansdorff;;nobility;;;Q5792038;i-GaVrP4AKzmi3hsgi9BrLwo
Johan Christoffer von Morian;/wiki/Johan_Christoffer_von_Morian;;nobility;;;Q17382618;i-EjTKe45emsM1M3iEM1jsbD
Otto Karl von Fieandt;/wiki/Otto_Karl_von_Fieandt;;nobility;;;Q11886018;i-CtQQMeujQ2FqS3AuwoqMbU
Magnus Fredrik Clementeoff;/wiki/Magnus_Fredrik_Clementeoff;;nobility;;;Q27069016;i-P46k6zjdqv1UvTq7vDZKhg
Fredrik Segercrantz;/wiki/Fredrik_Segercrantz;;nobility;;;Q104550304;i-CEVumXnsAM6JuerGsXPqM1
Jonas af Enehjelm;/wiki/Jonas_af_Enehjelm;;nobility;;;Q104550141;i-vbgi84LNv1zVdZk7F59Mn
Henrik Gustaf von Knorring;/wiki/Henrik_Gustaf_von_Knorring;;nobility;;;Q104549902;i-4A9CR2nc4bk6QWfvH7vEuH
Michael Hisinger;/wiki/Michael_Hisinger;;nobility;;;Q56856392;i-4c3gEuiKHjvByF6d2r7pSQ
Gustaf af Stenhoff;/wiki/Gustaf_af_Stenhoff;;nobility;;;Q104550289;i-3unhb9g6v2qnZzyU7Qh1Vh
Jakob af Forselles;/wiki/Jakob_af_Forselles;;nobility;;;Q104550153;i-MpSvLbSBufpP72uqPvupgE
Fredrik Frans Wallenstråle;/wiki/Fredrik_Frans_Wallenstr%C3%A5le;;nobility;;;;i-BtxQggZEw3AuzJaJjHSSUG
Knut von Troil;/wiki/Knut_von_Troil;;nobility;;;Q11872025;i-TCrqeMQR8TfbBknsNKpx1w
Bernt Fredrik von Konow;/wiki/Bernt_Fredrik_von_Konow;;nobility;;;Q104550164;i-YSBTPHzqKxPNqhdGFhMQLx
Adam Teodor Langenskiöld;/wiki/Adam_Teodor_Langenski%C3%B6ld;;nobility;;;;i-D4E6gAdmGpe5X5b1EYPpiK
Fabian af Enehjelm;/wiki/Fabian_af_Enehjelm;;nobility;;;Q104550266;i-NUWvTeBf7cVPTJBMAB6Ecj
Fredrik August von Zansen;/wiki/Fredrik_August_von_Zansen;;nobility;;;Q104550228;i-SfCwsq5Qek5Vh2jkQ6X17W
Henrik Christian Nordenswan;/wiki/Henrik_Christian_Nordenswan;;nobility;;;Q17382782;i-PYQaaQwp6fww67Sfuv5pS2
Karl Arvid Krabbe;/wiki/Karl_Arvid_Krabbe;;nobility;;;Q104549861;i-75hgaLaGFamv4aEJpbukm5
Carl Anton Broberger;/wiki/Carl_Anton_Broberger;;nobility;;;Q104550197;i-S7HnBrDttPGxM4jsJ8CmK4
Adolf Tandefelt;/wiki/Adolf_Tandefelt;;nobility;;;Q6203891;i-VA18phdeUhvnx26XSUNWwS
Petter Klockars;/wiki/Petter_Klockars;herastuomari;peasants;Vaasan lääni;Uudenkaarlepyyn pitäjä;;i-NphcP16j5qu5ntda7ML8DP
Elias Sipuli;/wiki/Elias_Sipuli;talollinen;peasants;Turun ja Porin lääni;Kisko;Q104627334;i-LnkkcfDXzRGTPBMLXcE91Q
Elias Lauko;/wiki/Elias_Lauko;rusthollari;peasants;Turun ja Porin lääni;Perniö;Q105432236;i-81mG7n9PvEMxCHFBNzHxss
Juhana Koivisto;/wiki/Juhana_Koivisto;Turun ja Porin lääni;peasants;;Pöytyä;Q104627338;i-9BZsYbmWS7yEa4DVTcfyQH
Juhana Kinttala;/wiki/Juhana_Kinttala;Turun ja Porin lääni;peasants;;Rymättylä;Q106323440;i-6mPTi6W3Yx2xNN2gsPwhPU
Elias Hintsa;/wiki/Elias_Hintsa;Turun ja Porin lääni;peasants;;Pirkkala;Q104627607;i-5WNBVxJAEr72Fm2qc4LFrJ
Tuomas Tuomala;/wiki/Tuomas_Tuomala;Turun ja Porin lääni;peasants;;Loimaa;Q104627343;i-3QeX62WfBWmSXZfEa2V8Qq
Henrik Kesti;/wiki/Henrik_Kesti;Turun ja Porin lääni;peasants;;Ulvila;Q104622523;i-JhDuntY2zU3AnBWPkuoxUr
Henrik Riihimäki;/wiki/Henrik_Riihim%C3%A4ki;Turun ja Porin lääni;peasants;;Taivassalo;;i-2WTpAbUHcxdqr6EZLuThwv
Juhana Himanen;/wiki/Juhana_Himanen;lautamies;peasants;Kymenkartanon lääni;Ristiina;Q104627340;i-6M2yxGPyaMkNbCjQXWFxZC
Tuomas Seppälä;/wiki/Tuomas_Sepp%C3%A4l%C3%A4;Kymenkartanon lääni;peasants;;Nastola;;i-H8yQTopN8aD4jQGED8XKHZ
Henrik Pussila;/wiki/Henrik_Pussila;Kymenkartanon lääni;peasants;;Myrskylä;Q104622008;i-3p1Nxw6gWRoVv2rt88vYC5
Henrik Waris;/wiki/Henrik_Waris;Kuopion lääni;peasants;;Rautalammi;Q104622014;i-34Prj111JniZxW4PsiFt7f
Pietari Wäänänen;/wiki/Pietari_V%C3%A4%C3%A4n%C3%A4nen;Kuopion lääni;peasants;;Kuopion pitäjä;;i-9tguivNUzbLPw7XBnebqv4
Pietari Hoffrén;/wiki/Pietari_Hoffr%C3%A9n;Kuopion lääni;peasants;;Leppävirta;;i-2ktSPbgkPX87zvzbvSM2yv
Henrik Ullgren;/wiki/Henrik_Ullgren;Kuopion lääni;peasants;;Pielisjärvi;Q11862340;i-JEDCGCYNPMtpoaP1QDkcud
Pietari Haaranen;/wiki/Pietari_Haaranen;Kuopion lääni;peasants;;Tohmajärvi;Q104622031;i-BFXGLL5T7vstV6eAeM3pFC
Simo Uotila;/wiki/Simo_Uotila;Uudenmaan ja Hämeenlinnan lääni;peasants;;Lempäälä;Q104631447;i-54pd7JegkLi7AJ9o4YTfQ2
Simo Ylinen;/wiki/Simo_Ylinen;Uudenmaan ja Hämeenlinnan lääni;peasants;;Längelmäki;Q106323442;i-tGWEqay9jMPreNU8uYRU4
Antti Mongola;/wiki/Antti_Mongola;Uudenmaan ja Hämeenlinnan lääni;peasants;;Akaa;Q104631461;i-Y2voexX2oJ7ccgMez4RrAE
Gustaf Lemström;/wiki/Gustaf_Lemstr%C3%B6m;Uudenmaan ja Hämeenlinnan lääni;peasants;;Siuntio;;i-TDFeRLpapo8KPRobArnpEf
Johan Lundström;/wiki/Johan_Lundstr%C3%B6m;Uudenmaan ja Hämeenlinnan lääni;peasants;;Karjaa;;i-BatWG7uNejqjtwBH4edeGU
Gustaf Falck;/wiki/Gustaf_Falck;Uudenmaan ja Hämeenlinnan lääni;peasants;;Sipoo;Q104631373;i-AKsnxsoVapWRnsPiZjSj3K
Erik Isotalo;/wiki/Erik_Isotalo;Uudenmaan ja Hämeenlinnan lääni;peasants;;Lammi;Q106323444;i-ES944pFdPUxvHzos99jxZJ
Henrik Granroth;/wiki/Henrik_Granroth;Vaasan lääni;peasants;;Pietarsaaren maalaiskunta;Q104631384;i-9yCuh5VFC9nkwFCb65mpa1
Simon Louko;/wiki/Simon_Louko;Vaasan lääni;peasants;;Isokyrö;Q104631391;i-Rvm4fcZPK4D2qhoK2MNv7C
Pietari Wästi;/wiki/Pietari_W%C3%A4sti;Vaasan lääni;peasants;;Ilmajoki;;i-8ddXP3QtPr69f6uYhVcJDQ
Johan Schulin;/wiki/Johan_Schulin;Oulun lääni;peasants;;Oulunjoen pitäjä;Q106323445;i-Mdt7zZSbuqudjxnT1UcWMu
Henrik Tervonen;/wiki/Henrik_Tervonen;Oulun lääni;peasants;;Paltamo;Q104631398;i-XxHWSADutiFLgftWhSc25j
Johan Kelhälä;/wiki/Johan_Kelh%C3%A4l%C3%A4;Oulun lääni;peasants;;Saloinen;;i-YD9Lp1sCoNudYqyQbWotVS
A. F. Orrhaeus;/wiki/Anders_Fabian_Orrhjelm;;peasants;;;Q17382923;i-MixwsDneJhAzKShrxe4XzW
Jacob Tengström;/wiki/Jacob_Tengstr%C3%B6m;Turun arkkipiispa;priests;;;;i-L5qYEMkX66L24jwk7VCB5m
Gustaf Gadolin;/wiki/Gustaf_Gadolin;Naantalin ja Raisio kirkkoherra;priests;;;Q2151937;i-C9Liy8FfDtnT7havRNLi11
Johan Sundwall;/wiki/Johan_Sundwall;Pöytyän kirkkoherra;priests;;;Q96033241;i-2ubgZazdN7Hm8TmvgsEs2q
Nils Johansson Aejmelaeus;/wiki/Nils_Johansson_Aejmelaeus;Isonkyrön kirkkoherra ja Suomen lähetyskunnan jäsen;priests;;;Q85979430;i-Q1ibeZgVwdgK9awDnvXcF6
Isak Höckert;/wiki/Isak_H%C3%B6ckert;Kumlingen kirkkoherra;priests;;;;i-5FwsSwAvDRACpPTMoKfgoq
Magnus Jacob Alopaeus;/wiki/Magnus_Jacob_Alopaeus;Porvoon tuomiorovasti;priests;;;Q5547802;i-SBWbVTV2f7vdAPCNzHq9rq
Ivar Wallenius;/wiki/Ivar_Wallenius;Hauhon kirkkoherra ja Suomen lähetyskunnan jäsen;priests;;;Q85979311;i-K5hPwdCSPc1g8TMBGcdSCj
Johan Henrik Cygnaeus;/wiki/Johan_Henrik_Cygnaeus;Rantasalmen  kirkkoherra;priests;;;Q5614505;i-LNeAt3ynhMRqUa1ahgphLr
Magnus Alopaeus;/wiki/Magnus_Alopaeus_(professori);;priests;;;Q16160914;i-MZfMSqHz9EQfVMc733DtHZ
