swerik_person_id,diet,estate
i-GAtn7bERdoirMx4xRthNqz,Säätyvaltiopäivät-1882,nobility
i-GB2XZda45FyKVanRwMkJ38,Säätyvaltiopäivät-1867,nobility
i-GB2XZda45FyKVanRwMkJ38,Säätyvaltiopäivät-1863,nobility
i-GB2XZda45FyKVanRwMkJ38,Säätyvaltiopäivät-1877,nobility
i-GB2XZda45FyKVanRwMkJ38,Säätyvaltiopäivät-1882,nobility
i-GC4iKVSUKy4zqrxEso8fJC,Säätyvaltiopäivät-1900,nobility
i-GC4iKVSUKy4zqrxEso8fJC,Säätyvaltiopäivät-1888,nobility
i-GC4iKVSUKy4zqrxEso8fJC,Säätyvaltiopäivät-1882,nobility
i-GC4iKVSUKy4zqrxEso8fJC,Säätyvaltiopäivät-1899,nobility
i-GC4iKVSUKy4zqrxEso8fJC,Säätyvaltiopäivät-1894,nobility
i-GC4iKVSUKy4zqrxEso8fJC,Säätyvaltiopäivät-1885,nobility
i-GC4iKVSUKy4zqrxEso8fJC,Säätyvaltiopäivät-1897,nobility
i-GC4iKVSUKy4zqrxEso8fJC,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-GC4iKVSUKy4zqrxEso8fJC,Säätyvaltiopäivät-1891,nobility
i-GC4iKVSUKy4zqrxEso8fJC,Säätyvaltiopäivät-1904,nobility
i-GEJW1X9fTb76RGrRQT1Xr5,Ylimääräiset-säätyvaltiopäivät-1905,burgers
i-GGBAD7iX8fRMidLfwkuf4H,Säätyvaltiopäivät-1867,burgers
i-GGBAD7iX8fRMidLfwkuf4H,Säätyvaltiopäivät-1863,burgers
i-GL42zd2qVjzLjjZ4FhqajZ,Säätyvaltiopäivät-1863,nobility
i-GL42zd2qVjzLjjZ4FhqajZ,Säätyvaltiopäivät-1867,nobility
i-GMQsuhSAwWd986Q51uYDSu,Säätyvaltiopäivät-1904,peasants
i-GMRQkmLRCx39JoBJgBC7j4,Säätyvaltiopäivät-1867,nobility
i-GMfCWWEUuVeJEHKYgMeo6H,Säätyvaltiopäivät-1897,nobility
i-GMfCWWEUuVeJEHKYgMeo6H,Säätyvaltiopäivät-1899,nobility
i-GMfCWWEUuVeJEHKYgMeo6H,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-GMfCWWEUuVeJEHKYgMeo6H,Säätyvaltiopäivät-1904,nobility
i-GMfCWWEUuVeJEHKYgMeo6H,Säätyvaltiopäivät-1900,nobility
i-GPf3EjMoWsMbpy1SvvWd7X,porvoon-valtiopäivät,nobility
i-GQv8Naq61LAD3azXZwqehT,Säätyvaltiopäivät-1897,nobility
i-GQv8Naq61LAD3azXZwqehT,Säätyvaltiopäivät-1899,nobility
i-GR25tN5vpHqsQL2THp5BzR,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-GR25tN5vpHqsQL2THp5BzR,Säätyvaltiopäivät-1904,nobility
i-GR25tN5vpHqsQL2THp5BzR,Säätyvaltiopäivät-1897,nobility
i-GT6FgM35BjNdFMXCWWyyuA,Säätyvaltiopäivät-1897,peasants
i-GT6FgM35BjNdFMXCWWyyuA,Säätyvaltiopäivät-1894,peasants
i-GT6FgM35BjNdFMXCWWyyuA,Säätyvaltiopäivät-1900,peasants
i-GT6FgM35BjNdFMXCWWyyuA,Säätyvaltiopäivät-1899,peasants
i-GT6FgM35BjNdFMXCWWyyuA,Ylimääräiset-säätyvaltiopäivät-1905,peasants
i-GT6FgM35BjNdFMXCWWyyuA,Säätyvaltiopäivät-1904,peasants
i-GTNmQx5yoS1Ns36CUbTJS5,Säätyvaltiopäivät-1867,priests
i-GVT7x8Nt5F7JZsu1Dte2fk,Säätyvaltiopäivät-1863,nobility
i-GVmiogSqRJqrVWCPcrDgDe,Säätyvaltiopäivät-1863,nobility
i-GVmiogSqRJqrVWCPcrDgDe,Säätyvaltiopäivät-1894,nobility
i-GWGMuHZpB7JtXsedCoRVmg,Säätyvaltiopäivät-1899,nobility
i-GWGMuHZpB7JtXsedCoRVmg,Säätyvaltiopäivät-1900,nobility
i-GWGMuHZpB7JtXsedCoRVmg,Säätyvaltiopäivät-1888,nobility
i-GWGMuHZpB7JtXsedCoRVmg,Säätyvaltiopäivät-1891,nobility
i-GWGMuHZpB7JtXsedCoRVmg,Säätyvaltiopäivät-1863,nobility
i-GWGMuHZpB7JtXsedCoRVmg,Säätyvaltiopäivät-1877,nobility
i-GWGMuHZpB7JtXsedCoRVmg,Säätyvaltiopäivät-1885,nobility
i-GWGMuHZpB7JtXsedCoRVmg,Säätyvaltiopäivät-1882,nobility
i-GWGMuHZpB7JtXsedCoRVmg,Säätyvaltiopäivät-1867,nobility
i-GWGMuHZpB7JtXsedCoRVmg,Säätyvaltiopäivät-1894,nobility
i-GWf6xVqXjhgG51RMmFS2pe,Säätyvaltiopäivät-1867,priests
i-GZK5EtQ9raxhJ5fcGEcbgj,Säätyvaltiopäivät-1897,peasants
i-GZgKPbnkv98wL3MUuWBgcT,Säätyvaltiopäivät-1867,nobility
i-GZgKPbnkv98wL3MUuWBgcT,Säätyvaltiopäivät-1863,nobility
i-Ga4zhpKhZgMrwW6CEFhPKo,Säätyvaltiopäivät-1894,burgers
i-Ga4zhpKhZgMrwW6CEFhPKo,Säätyvaltiopäivät-1899,burgers
i-Ga4zhpKhZgMrwW6CEFhPKo,Ylimääräiset-säätyvaltiopäivät-1905,burgers
i-Ga4zhpKhZgMrwW6CEFhPKo,Säätyvaltiopäivät-1891,burgers
i-Ga4zhpKhZgMrwW6CEFhPKo,Säätyvaltiopäivät-1900,burgers
i-Ga4zhpKhZgMrwW6CEFhPKo,Säätyvaltiopäivät-1897,burgers
i-Ga4zhpKhZgMrwW6CEFhPKo,Säätyvaltiopäivät-1904,burgers
i-Ga4zhpKhZgMrwW6CEFhPKo,Säätyvaltiopäivät-1888,burgers
i-Ga8ijRDWR7P52ZAHc5oi33,Säätyvaltiopäivät-1885,burgers
i-GaNJg5yyoLLZFLXLT5DqzS,Säätyvaltiopäivät-1888,peasants
i-GaVrP4AKzmi3hsgi9BrLwo,porvoon-valtiopäivät,nobility
i-GbyfTXHevxWvXpYKfxzfVD,Säätyvaltiopäivät-1885,nobility
i-GbyfTXHevxWvXpYKfxzfVD,Säätyvaltiopäivät-1888,nobility
i-GbyfTXHevxWvXpYKfxzfVD,Säätyvaltiopäivät-1891,nobility
i-GbyfTXHevxWvXpYKfxzfVD,Säätyvaltiopäivät-1894,nobility
i-GbyfTXHevxWvXpYKfxzfVD,Säätyvaltiopäivät-1899,nobility
i-GbyfTXHevxWvXpYKfxzfVD,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-GeJxU77Pyh8PJuj4uFsHY6,Säätyvaltiopäivät-1877,nobility
i-GeYLFa2rDbdF171XpfngZK,Säätyvaltiopäivät-1863,nobility
i-Gep5tWKb423Qx5AQc1WMA4,Säätyvaltiopäivät-1904,peasants
i-GhLcAkdgUqnsq7PwR6e8fZ,Säätyvaltiopäivät-1888,nobility
i-GjXymzvmVbXvMvSnsXEVDh,Säätyvaltiopäivät-1885,nobility
i-GjXymzvmVbXvMvSnsXEVDh,Säätyvaltiopäivät-1882,nobility
i-GjXymzvmVbXvMvSnsXEVDh,Säätyvaltiopäivät-1877,nobility
i-GoAtGw3V5JQjMdAfdcsfof,Ylimääräiset-säätyvaltiopäivät-1905,priests
i-GoAtGw3V5JQjMdAfdcsfof,Säätyvaltiopäivät-1904,priests
i-GoJDCrdgd2qZy1f7rkMH7N,Säätyvaltiopäivät-1897,nobility
i-GoJDCrdgd2qZy1f7rkMH7N,Säätyvaltiopäivät-1885,nobility
i-GoJDCrdgd2qZy1f7rkMH7N,Säätyvaltiopäivät-1899,nobility
i-GoQD4F6MiFcS9Vsdx3gqMW,Säätyvaltiopäivät-1904,nobility
i-GoQD4F6MiFcS9Vsdx3gqMW,Säätyvaltiopäivät-1867,nobility
i-GoQD4F6MiFcS9Vsdx3gqMW,Säätyvaltiopäivät-1863,nobility
i-GqbRjbz9VGGWeqAzt5MnHd,Säätyvaltiopäivät-1904,nobility
i-GqbRjbz9VGGWeqAzt5MnHd,Säätyvaltiopäivät-1900,nobility
i-GqbRjbz9VGGWeqAzt5MnHd,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-Gs6f3qia8y8TrjE6nzWpMi,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-GsTBuxn4gzdp2YPxq2CF9t,Säätyvaltiopäivät-1888,nobility
i-GsTBuxn4gzdp2YPxq2CF9t,Säätyvaltiopäivät-1891,nobility
i-GsTBuxn4gzdp2YPxq2CF9t,Säätyvaltiopäivät-1877,nobility
i-GsTBuxn4gzdp2YPxq2CF9t,Säätyvaltiopäivät-1867,nobility
i-GsTBuxn4gzdp2YPxq2CF9t,Säätyvaltiopäivät-1894,nobility
i-GsTBuxn4gzdp2YPxq2CF9t,Säätyvaltiopäivät-1882,nobility
i-GsTBuxn4gzdp2YPxq2CF9t,Säätyvaltiopäivät-1863,nobility
i-GsTBuxn4gzdp2YPxq2CF9t,Säätyvaltiopäivät-1885,nobility
i-GsZwREPpy6D78H3Sw8e8Gm,Ylimääräiset-säätyvaltiopäivät-1905,burgers
i-GsoLcP1UNjtUTBtjxzkkTU,Säätyvaltiopäivät-1867,peasants
i-Gszfg34rDxE1wvwMWnuEcr,Säätyvaltiopäivät-1863,nobility
i-GtHU82sNyMBmYF9LF32Xqb,Säätyvaltiopäivät-1877,peasants
i-GtNusg1wv3P4Wstjqet9bS,Säätyvaltiopäivät-1888,nobility
i-GtNusg1wv3P4Wstjqet9bS,Säätyvaltiopäivät-1885,nobility
i-GtNusg1wv3P4Wstjqet9bS,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-GtNusg1wv3P4Wstjqet9bS,Säätyvaltiopäivät-1891,nobility
i-GtNusg1wv3P4Wstjqet9bS,Säätyvaltiopäivät-1899,nobility
i-GtNusg1wv3P4Wstjqet9bS,Säätyvaltiopäivät-1904,nobility
i-GtNusg1wv3P4Wstjqet9bS,Säätyvaltiopäivät-1897,nobility
i-GtNusg1wv3P4Wstjqet9bS,Säätyvaltiopäivät-1900,nobility
i-GtNusg1wv3P4Wstjqet9bS,Säätyvaltiopäivät-1894,nobility
i-Gu51hjRVWb7M565rBVU8jz,Säätyvaltiopäivät-1863,nobility
i-Gv1vJVBUh9kKpS6xeF9qMU,Säätyvaltiopäivät-1882,peasants
i-GvRx6Whoyo7iPDLJ6uwURb,Säätyvaltiopäivät-1867,nobility
i-GvRx6Whoyo7iPDLJ6uwURb,Säätyvaltiopäivät-1877,nobility
i-GvRx6Whoyo7iPDLJ6uwURb,Säätyvaltiopäivät-1891,nobility
i-GvRx6Whoyo7iPDLJ6uwURb,Säätyvaltiopäivät-1904,nobility
i-Gvbqi1rEyeoC3MYzScNFvG,Säätyvaltiopäivät-1894,nobility
i-Gvbqi1rEyeoC3MYzScNFvG,Säätyvaltiopäivät-1897,nobility
i-GwgXfMJUCLmbCeE55ztiRb,Säätyvaltiopäivät-1863,priests
i-GxyUSUbDKFfdHNFMFDJVDn,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-GxyUSUbDKFfdHNFMFDJVDn,Säätyvaltiopäivät-1900,nobility
i-GzpPNMDrZaojKzMHrH7hRL,Säätyvaltiopäivät-1863,nobility
i-GzpPNMDrZaojKzMHrH7hRL,Säätyvaltiopäivät-1867,nobility
i-H2an9aPsfB63H9UWpycjdo,Säätyvaltiopäivät-1863,nobility
i-H2tWZRuEZ8bzGbjzhmGuxp,Säätyvaltiopäivät-1891,nobility
i-H2tWZRuEZ8bzGbjzhmGuxp,Säätyvaltiopäivät-1885,nobility
i-H2tWZRuEZ8bzGbjzhmGuxp,Säätyvaltiopäivät-1882,nobility
i-H5ZHs71VNBBoa2s2Mnefgi,Säätyvaltiopäivät-1882,nobility
i-H5j7JEfNpcffScykfd1hcQ,Säätyvaltiopäivät-1900,peasants
i-H5j7JEfNpcffScykfd1hcQ,Säätyvaltiopäivät-1904,peasants
i-H5j7JEfNpcffScykfd1hcQ,Ylimääräiset-säätyvaltiopäivät-1905,peasants
i-H7UUat8gTkKMjfbsaDf8ce,Säätyvaltiopäivät-1885,priests
i-H7UUat8gTkKMjfbsaDf8ce,Säätyvaltiopäivät-1891,priests
i-H7UUat8gTkKMjfbsaDf8ce,Säätyvaltiopäivät-1882,priests
i-H7UUat8gTkKMjfbsaDf8ce,Säätyvaltiopäivät-1888,priests
i-H8yQTopN8aD4jQGED8XKHZ,porvoon-valtiopäivät,peasants
i-H9cZ6VmKS5CfdGexv8Ug5L,Säätyvaltiopäivät-1888,peasants
i-H9suhRqqUHcPS6rkKze2ao,Säätyvaltiopäivät-1863,nobility
i-HAkXw2e7ETu7AUjeewEWfr,Säätyvaltiopäivät-1899,peasants
i-HAkXw2e7ETu7AUjeewEWfr,Säätyvaltiopäivät-1900,peasants
i-HAkXw2e7ETu7AUjeewEWfr,Säätyvaltiopäivät-1904,peasants
i-HAkXw2e7ETu7AUjeewEWfr,Ylimääräiset-säätyvaltiopäivät-1905,peasants
i-HAm3MZcMCaM4g7nN65aKmR,Säätyvaltiopäivät-1888,nobility
i-HCWC285KxJjLLZWfEkFpEp,Säätyvaltiopäivät-1899,nobility
i-HCsDZ4jw1CfzTFHQ59MHas,Säätyvaltiopäivät-1877,peasants
i-HCzKggNUcwH4QKEnXcArFk,Säätyvaltiopäivät-1877,peasants
i-HDS4uGheZUgKFGSypVuhj7,Säätyvaltiopäivät-1899,nobility
i-HDS4uGheZUgKFGSypVuhj7,Säätyvaltiopäivät-1904,nobility
i-HDS4uGheZUgKFGSypVuhj7,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-HF5phfP7sjX4wA6bTBzzPq,Säätyvaltiopäivät-1863,nobility
i-HFSaJChwMy6H3kcVHoj1mX,Säätyvaltiopäivät-1863,nobility
i-HGkvq3faHKCS2q8w4Fwvdd,Säätyvaltiopäivät-1882,peasants
i-HHaCYxvtqi5749rN5jgDix,Säätyvaltiopäivät-1877,nobility
i-HHaCYxvtqi5749rN5jgDix,Säätyvaltiopäivät-1867,nobility
i-HHaCYxvtqi5749rN5jgDix,Säätyvaltiopäivät-1863,nobility
i-HHaCYxvtqi5749rN5jgDix,Säätyvaltiopäivät-1882,nobility
i-HHaCYxvtqi5749rN5jgDix,Säätyvaltiopäivät-1885,nobility
i-HL3yrDjwhm33a2RNeSZtne,Säätyvaltiopäivät-1882,peasants
i-HMYu9fE5ywoYGF6TqvESdP,Säätyvaltiopäivät-1904,nobility
i-HMYu9fE5ywoYGF6TqvESdP,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-HNBK5iuuktDMrLNsc3ftSQ,Säätyvaltiopäivät-1885,nobility
i-HNBK5iuuktDMrLNsc3ftSQ,Säätyvaltiopäivät-1877,nobility
i-HNBK5iuuktDMrLNsc3ftSQ,Säätyvaltiopäivät-1867,nobility
i-HPjHzSRBVZu5dgj2E8rwgi,Säätyvaltiopäivät-1882,priests
i-HPtpyWz43gQAfG5VSspCby,Säätyvaltiopäivät-1882,peasants
i-HRxMK8De5zRSBaXaaruAMN,Säätyvaltiopäivät-1904,peasants
i-HUvuQRnpDN1nYgahrKQD5D,Säätyvaltiopäivät-1877,peasants
i-HUvuQRnpDN1nYgahrKQD5D,Säätyvaltiopäivät-1891,peasants
i-HUvuQRnpDN1nYgahrKQD5D,Säätyvaltiopäivät-1885,peasants
i-HWyWGu6Fv6nhg9UH8FNaf3,Säätyvaltiopäivät-1900,nobility
i-HWyWGu6Fv6nhg9UH8FNaf3,Säätyvaltiopäivät-1888,nobility
i-HXHqd4QRn3AfHgeruW7D3w,Säätyvaltiopäivät-1899,priests
i-HXHqd4QRn3AfHgeruW7D3w,Säätyvaltiopäivät-1900,priests
i-HXHqd4QRn3AfHgeruW7D3w,Säätyvaltiopäivät-1904,priests
i-HXHqd4QRn3AfHgeruW7D3w,Säätyvaltiopäivät-1897,priests
i-HaR8EnfKL5psLJsjZDeZ8o,Säätyvaltiopäivät-1867,nobility
i-HbssPjwFZEsothhGDbLv7,Säätyvaltiopäivät-1897,burgers
i-Hc9XMkGEjEESuFdWzXy4JT,Säätyvaltiopäivät-1867,burgers
i-HfEbbpVpEUS7EMymsy7tc6,Säätyvaltiopäivät-1877,priests
i-HfEbbpVpEUS7EMymsy7tc6,Säätyvaltiopäivät-1882,priests
i-HfV2z1pgrdiYTpNNDCAW2e,Säätyvaltiopäivät-1900,burgers
i-HfWfActQe9KZ2kYVzhw5Bm,Ylimääräiset-säätyvaltiopäivät-1905,peasants
i-Hfckxq71YhMkaNT4Y6ZYF7,Säätyvaltiopäivät-1877,nobility
i-Hfckxq71YhMkaNT4Y6ZYF7,Säätyvaltiopäivät-1882,nobility
i-HgEbezgGdxazEcJNm1Kus4,Säätyvaltiopäivät-1877,burgers
i-HgqPynBUu2U3dYH95SV9vJ,Säätyvaltiopäivät-1897,nobility
i-HgqPynBUu2U3dYH95SV9vJ,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-HgqPynBUu2U3dYH95SV9vJ,Säätyvaltiopäivät-1900,nobility
i-HgqPynBUu2U3dYH95SV9vJ,Säätyvaltiopäivät-1904,nobility
i-HgqPynBUu2U3dYH95SV9vJ,Säätyvaltiopäivät-1899,nobility
i-HhpcZwrh13UfQgSjC4pfMf,Säätyvaltiopäivät-1882,nobility
i-HhpcZwrh13UfQgSjC4pfMf,Säätyvaltiopäivät-1877,nobility
i-HhpcZwrh13UfQgSjC4pfMf,Säätyvaltiopäivät-1867,nobility
i-HhpcZwrh13UfQgSjC4pfMf,Säätyvaltiopäivät-1894,nobility
i-HicBkrSSbTW8EDMiSKYeB4,Säätyvaltiopäivät-1882,peasants
i-HjfmDsS4k6Zju4rc3Q8bpb,Säätyvaltiopäivät-1900,peasants
i-HjfmDsS4k6Zju4rc3Q8bpb,Säätyvaltiopäivät-1894,peasants
i-HjfmDsS4k6Zju4rc3Q8bpb,Säätyvaltiopäivät-1899,peasants
i-HjfmDsS4k6Zju4rc3Q8bpb,Säätyvaltiopäivät-1891,peasants
i-HjfmDsS4k6Zju4rc3Q8bpb,Säätyvaltiopäivät-1897,peasants
i-HjwH6PdtQ6PYxtY2MfXSKE,Säätyvaltiopäivät-1897,nobility
i-HjwH6PdtQ6PYxtY2MfXSKE,Säätyvaltiopäivät-1885,nobility
i-HjwH6PdtQ6PYxtY2MfXSKE,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-HmF96RYdQTCuQ9kU2oPUsj,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-HmF96RYdQTCuQ9kU2oPUsj,Säätyvaltiopäivät-1904,nobility
i-HnA4L1LyxqEtV2ftM8MCTj,Säätyvaltiopäivät-1900,priests
i-HnA4L1LyxqEtV2ftM8MCTj,Säätyvaltiopäivät-1899,priests
i-HnTvUq9KxeheQ7d8MXETyv,Säätyvaltiopäivät-1897,nobility
i-HnTvUq9KxeheQ7d8MXETyv,Säätyvaltiopäivät-1904,nobility
i-Hqgm2kBS8HE6njNDkKFAns,Säätyvaltiopäivät-1888,nobility
i-HrCdohmsxB2j5RtBj33hSU,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-HrCdohmsxB2j5RtBj33hSU,Säätyvaltiopäivät-1904,nobility
i-HrQR6nbHQayyFAXaYKpTtt,Säätyvaltiopäivät-1863,nobility
i-Hsg38DD9aZavnt2BE6R92w,Säätyvaltiopäivät-1863,nobility
i-Hsgr383t4iizpwWFP77NxX,Säätyvaltiopäivät-1877,burgers
i-Hsgr383t4iizpwWFP77NxX,Säätyvaltiopäivät-1885,burgers
i-Hsgr383t4iizpwWFP77NxX,Säätyvaltiopäivät-1882,burgers
i-HtHJenXjZuoKxjoyEuKrvm,Säätyvaltiopäivät-1863,nobility
i-HtHJenXjZuoKxjoyEuKrvm,Säätyvaltiopäivät-1867,nobility
i-HtHJenXjZuoKxjoyEuKrvm,Säätyvaltiopäivät-1877,nobility
i-HthP1vw6jGWu3H5SEMkYN1,Säätyvaltiopäivät-1888,peasants
i-Hu2e8ZPjtEELuyw3zphhJJ,Säätyvaltiopäivät-1867,peasants
i-Hv6XAG6mPv5vY2zxYJf3BD,Säätyvaltiopäivät-1882,peasants
i-J1rpecNsAtKm6tYwewGWk,Säätyvaltiopäivät-1897,nobility
i-J1rpecNsAtKm6tYwewGWk,Säätyvaltiopäivät-1888,nobility
i-J1rpecNsAtKm6tYwewGWk,Säätyvaltiopäivät-1885,nobility
i-J1rpecNsAtKm6tYwewGWk,Säätyvaltiopäivät-1882,nobility
i-J1rpecNsAtKm6tYwewGWk,Säätyvaltiopäivät-1877,nobility
i-J1rpecNsAtKm6tYwewGWk,Säätyvaltiopäivät-1867,nobility
i-J1rpecNsAtKm6tYwewGWk,Säätyvaltiopäivät-1900,nobility
i-J1rpecNsAtKm6tYwewGWk,Säätyvaltiopäivät-1863,nobility
i-J1rpecNsAtKm6tYwewGWk,Säätyvaltiopäivät-1899,nobility
i-J1rpecNsAtKm6tYwewGWk,Säätyvaltiopäivät-1894,nobility
i-J1rpecNsAtKm6tYwewGWk,Säätyvaltiopäivät-1891,nobility
i-J2CszrE3gkUiAQ8Qt52mWd,Säätyvaltiopäivät-1904,burgers
i-J2CszrE3gkUiAQ8Qt52mWd,Ylimääräiset-säätyvaltiopäivät-1905,burgers
i-J2CszrE3gkUiAQ8Qt52mWd,Säätyvaltiopäivät-1891,burgers
i-J2CszrE3gkUiAQ8Qt52mWd,Säätyvaltiopäivät-1894,burgers
i-J2CszrE3gkUiAQ8Qt52mWd,Säätyvaltiopäivät-1885,burgers
i-J2CszrE3gkUiAQ8Qt52mWd,Säätyvaltiopäivät-1897,burgers
i-J2CszrE3gkUiAQ8Qt52mWd,Säätyvaltiopäivät-1899,burgers
i-J2CszrE3gkUiAQ8Qt52mWd,Säätyvaltiopäivät-1888,burgers
i-J2CszrE3gkUiAQ8Qt52mWd,Säätyvaltiopäivät-1900,burgers
i-J2bYY8oWuqJZiyuxqjuQzQ,Säätyvaltiopäivät-1863,priests
i-J2oB12cTydw9DLfUm3uYBN,Säätyvaltiopäivät-1885,burgers
i-J3fSiozzccqG1AT1cQ8Aae,Säätyvaltiopäivät-1891,peasants
i-J4VesWHSy7vjipBi6XD4Hw,Säätyvaltiopäivät-1882,burgers
i-J4VesWHSy7vjipBi6XD4Hw,Säätyvaltiopäivät-1891,burgers
i-J4VesWHSy7vjipBi6XD4Hw,Säätyvaltiopäivät-1897,burgers
i-J4VesWHSy7vjipBi6XD4Hw,Säätyvaltiopäivät-1894,burgers
i-J5WH196kdgSnwBG62938mv,Säätyvaltiopäivät-1885,burgers
i-J5WH196kdgSnwBG62938mv,Säätyvaltiopäivät-1877,burgers
i-J6f1ZajyjyZvcuocyejwtK,Säätyvaltiopäivät-1900,nobility
i-J6zP3X9ccdcPDSdoJRRzLX,Säätyvaltiopäivät-1894,priests
i-J6zP3X9ccdcPDSdoJRRzLX,Säätyvaltiopäivät-1904,priests
i-J6zP3X9ccdcPDSdoJRRzLX,Säätyvaltiopäivät-1899,priests
i-J6zP3X9ccdcPDSdoJRRzLX,Säätyvaltiopäivät-1897,priests
i-J6zP3X9ccdcPDSdoJRRzLX,Säätyvaltiopäivät-1900,priests
i-J6zP3X9ccdcPDSdoJRRzLX,Ylimääräiset-säätyvaltiopäivät-1905,priests
i-J8B16Dk9GrSwVz9Qn7hcF8,Säätyvaltiopäivät-1891,burgers
i-J8C9bmCMAhFzRdviTnCDsy,Säätyvaltiopäivät-1867,peasants
i-J9QVP868kjoy9GpwvRxM2v,Säätyvaltiopäivät-1904,nobility
i-JAJQRTmdwNUqKSNrqbGWKb,Säätyvaltiopäivät-1867,nobility
i-JAJQRTmdwNUqKSNrqbGWKb,Säätyvaltiopäivät-1885,nobility
i-JAJQRTmdwNUqKSNrqbGWKb,Säätyvaltiopäivät-1882,nobility
i-JAJQRTmdwNUqKSNrqbGWKb,Säätyvaltiopäivät-1877,nobility
i-JB2EsLBcC9n5Td2DE3r77T,Säätyvaltiopäivät-1867,peasants
i-JEDCGCYNPMtpoaP1QDkcud,porvoon-valtiopäivät,peasants
i-JFCH6e9PsE1w8HHWkxDkhR,Säätyvaltiopäivät-1867,burgers
i-JFFd4ZuB8jwp2b9revhQqt,Säätyvaltiopäivät-1885,burgers
i-JFFd4ZuB8jwp2b9revhQqt,Säätyvaltiopäivät-1891,burgers
i-JFFd4ZuB8jwp2b9revhQqt,Säätyvaltiopäivät-1882,burgers
i-JJwVm2LBGhA6k7954SE3XD,Säätyvaltiopäivät-1891,peasants
i-JJwVm2LBGhA6k7954SE3XD,Säätyvaltiopäivät-1877,peasants
i-JJwVm2LBGhA6k7954SE3XD,Säätyvaltiopäivät-1885,peasants
i-JJwVm2LBGhA6k7954SE3XD,Säätyvaltiopäivät-1888,peasants
i-JKVAucqD9tvQTcqDpsb4wn,Säätyvaltiopäivät-1891,nobility
i-JLC3dWijsXJedeNJ5t2xMn,Säätyvaltiopäivät-1877,peasants
i-JLC5S9cjvqGEQKtzrdZx6o,Säätyvaltiopäivät-1900,nobility
i-JLC5S9cjvqGEQKtzrdZx6o,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-JLC5S9cjvqGEQKtzrdZx6o,Säätyvaltiopäivät-1891,nobility
i-JLC5S9cjvqGEQKtzrdZx6o,Säätyvaltiopäivät-1904,nobility
i-JLVEWZVW7vdzY5LFjxXNt5,Säätyvaltiopäivät-1900,burgers
i-JLX8xK6Rhi1zuYvtz9WxNx,Säätyvaltiopäivät-1888,burgers
i-JLhdLsZs2MNDSATAo2JvYL,Säätyvaltiopäivät-1877,nobility
i-JMERSMLZ7UMBiKnphukX7U,Säätyvaltiopäivät-1904,peasants
i-JMERSMLZ7UMBiKnphukX7U,Ylimääräiset-säätyvaltiopäivät-1905,peasants
i-JPKMUNXGToiyyGFt7J2Knp,Säätyvaltiopäivät-1899,burgers
i-JPgqwrJYXYk9RJAGN3E3U7,Säätyvaltiopäivät-1894,peasants
i-JQBLQvmLyE7C7HqEFYRN2A,Säätyvaltiopäivät-1888,nobility
i-JRT7uq362xVDYXbB8aKrMc,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-JRT7uq362xVDYXbB8aKrMc,Säätyvaltiopäivät-1904,nobility
i-JRT7uq362xVDYXbB8aKrMc,Säätyvaltiopäivät-1899,nobility
i-JRT7uq362xVDYXbB8aKrMc,Säätyvaltiopäivät-1894,nobility
i-JRT7uq362xVDYXbB8aKrMc,Säätyvaltiopäivät-1891,nobility
i-JRuabJufBV6PK6Ww9smaZ3,Säätyvaltiopäivät-1897,nobility
i-JRuabJufBV6PK6Ww9smaZ3,Säätyvaltiopäivät-1882,nobility
i-JS46V6rNtkSEGJw4cigY71,Säätyvaltiopäivät-1888,nobility
i-JV9GcFpgHeXSPNGcRYrcPP,Säätyvaltiopäivät-1897,peasants
i-JV9GcFpgHeXSPNGcRYrcPP,Säätyvaltiopäivät-1894,peasants
i-JWfUn6jaHzKj4SR2GH4dx5,Säätyvaltiopäivät-1888,nobility
i-JXJu1gWaQyBLga9dujyF2Y,Säätyvaltiopäivät-1900,nobility
i-JXJu1gWaQyBLga9dujyF2Y,Säätyvaltiopäivät-1904,nobility
i-JXJu1gWaQyBLga9dujyF2Y,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-JXJu1gWaQyBLga9dujyF2Y,Säätyvaltiopäivät-1897,nobility
i-JXJu1gWaQyBLga9dujyF2Y,Säätyvaltiopäivät-1899,nobility
i-JYV4L97nkaAD1tqh4XNee,Säätyvaltiopäivät-1877,nobility
i-JYV4L97nkaAD1tqh4XNee,Säätyvaltiopäivät-1894,nobility
