swerik_person_id,diet,estate
i-98bUS6KbiDMJMtzt7fuK1Z,Säätyvaltiopäivät-1904,burgers
i-9AK7dPWyjYhWexSMJvpbu8,Säätyvaltiopäivät-1897,priests
i-9AK7dPWyjYhWexSMJvpbu8,Säätyvaltiopäivät-1900,priests
i-9BZsYbmWS7yEa4DVTcfyQH,porvoon-valtiopäivät,peasants
i-9BsvhCCbJoxB6QVVgThqkj,Säätyvaltiopäivät-1882,nobility
i-9BsvhCCbJoxB6QVVgThqkj,Säätyvaltiopäivät-1885,nobility
i-9BsvhCCbJoxB6QVVgThqkj,Säätyvaltiopäivät-1891,nobility
i-9D2LibJwPUscnAJfeCAzVY,Säätyvaltiopäivät-1882,burgers
i-9DtdC6x5pi2pfrUoXBHv3k,Ylimääräiset-säätyvaltiopäivät-1905,peasants
i-9DtdC6x5pi2pfrUoXBHv3k,Säätyvaltiopäivät-1904,peasants
i-9Dzc4G9y6rKN78zKhtTiwK,porvoon-valtiopäivät,nobility
i-9EfV4uzcskNg6eMDJmJWxf,Säätyvaltiopäivät-1904,burgers
i-9EfV4uzcskNg6eMDJmJWxf,Säätyvaltiopäivät-1897,burgers
i-9EfV4uzcskNg6eMDJmJWxf,Säätyvaltiopäivät-1900,burgers
i-9FZDduUZPKfxMMbkLVwAqa,Säätyvaltiopäivät-1877,nobility
i-9Fj91ko5X9A2V9Yf4tWMNm,Säätyvaltiopäivät-1882,nobility
i-9Fj91ko5X9A2V9Yf4tWMNm,Säätyvaltiopäivät-1877,nobility
i-9HnBCGhbFTEXk76zm9ALQU,porvoon-valtiopäivät,nobility
i-9JWwhn8FEqrGcWpcwD2uFj,porvoon-valtiopäivät,nobility
i-9JYQQJa8gS6udXTpcpAtpY,Säätyvaltiopäivät-1885,nobility
i-9LLh6mGQVjVanYHbQEP6bz,Säätyvaltiopäivät-1863,priests
i-9LLh6mGQVjVanYHbQEP6bz,Säätyvaltiopäivät-1867,priests
i-9MPizvkX1LoAoUhNc7DgND,Säätyvaltiopäivät-1867,nobility
i-9MPizvkX1LoAoUhNc7DgND,Säätyvaltiopäivät-1863,nobility
i-9MiqEpsW88NKxRdhD585EG,Säätyvaltiopäivät-1894,nobility
i-9MiqEpsW88NKxRdhD585EG,Säätyvaltiopäivät-1891,nobility
i-9MiqEpsW88NKxRdhD585EG,Säätyvaltiopäivät-1899,nobility
i-9MiqEpsW88NKxRdhD585EG,Säätyvaltiopäivät-1904,nobility
i-9NPbqrVhnEWt9rc4ue6aY7,porvoon-valtiopäivät,nobility
i-9NbuRgUjosumWbUFQEtRjx,Säätyvaltiopäivät-1882,nobility
i-9NbuRgUjosumWbUFQEtRjx,Säätyvaltiopäivät-1891,nobility
i-9NbuRgUjosumWbUFQEtRjx,Säätyvaltiopäivät-1888,nobility
i-9NbuRgUjosumWbUFQEtRjx,Säätyvaltiopäivät-1900,nobility
i-9NbuRgUjosumWbUFQEtRjx,Säätyvaltiopäivät-1894,nobility
i-9NbuRgUjosumWbUFQEtRjx,Säätyvaltiopäivät-1885,nobility
i-9NbuRgUjosumWbUFQEtRjx,Säätyvaltiopäivät-1877,nobility
i-9NbuRgUjosumWbUFQEtRjx,Säätyvaltiopäivät-1867,nobility
i-9NbuRgUjosumWbUFQEtRjx,Säätyvaltiopäivät-1899,nobility
i-9NbuRgUjosumWbUFQEtRjx,Säätyvaltiopäivät-1897,nobility
i-9QnzH3tsT5uUVRkYzhnCWS,Säätyvaltiopäivät-1885,peasants
i-9QnzH3tsT5uUVRkYzhnCWS,Säätyvaltiopäivät-1882,peasants
i-9QnzH3tsT5uUVRkYzhnCWS,Säätyvaltiopäivät-1888,peasants
i-9QnzH3tsT5uUVRkYzhnCWS,Säätyvaltiopäivät-1897,peasants
i-9QnzH3tsT5uUVRkYzhnCWS,Säätyvaltiopäivät-1891,peasants
i-9T67JZDMoYXjzwrS37CBea,Säätyvaltiopäivät-1897,burgers
i-9TQo34sR4SsRuzb8rTTykD,Säätyvaltiopäivät-1877,peasants
i-9TQo34sR4SsRuzb8rTTykD,Säätyvaltiopäivät-1867,peasants
i-9TS8gGDDuE6YKRByELCps3,Säätyvaltiopäivät-1885,peasants
i-9TS8gGDDuE6YKRByELCps3,Säätyvaltiopäivät-1888,peasants
i-9TS8gGDDuE6YKRByELCps3,Säätyvaltiopäivät-1882,peasants
i-9TS8gGDDuE6YKRByELCps3,Säätyvaltiopäivät-1891,peasants
i-9TS8gGDDuE6YKRByELCps3,Säätyvaltiopäivät-1894,peasants
i-9TfojbbARyc5sts1fzmS22,Säätyvaltiopäivät-1877,burgers
i-9WxSZn2XaTPYpzCwu6SqF4,Säätyvaltiopäivät-1863,nobility
i-9WxSZn2XaTPYpzCwu6SqF4,Säätyvaltiopäivät-1888,nobility
i-9YnqBLMGaHBapiMMXa6o2H,Säätyvaltiopäivät-1899,peasants
i-9YnqBLMGaHBapiMMXa6o2H,Säätyvaltiopäivät-1900,peasants
i-9YnqBLMGaHBapiMMXa6o2H,Säätyvaltiopäivät-1891,peasants
i-9YnqBLMGaHBapiMMXa6o2H,Säätyvaltiopäivät-1897,peasants
i-9YnqBLMGaHBapiMMXa6o2H,Säätyvaltiopäivät-1894,peasants
i-9aDbyMZb3HGMW7gsFNVDFf,Säätyvaltiopäivät-1877,peasants
i-9bSw8ogaWR8y3VeYE83s1h,Säätyvaltiopäivät-1904,burgers
i-9bXKRcbNZcEMCDoY2xG6Cc,Säätyvaltiopäivät-1899,peasants
i-9cNGjk8nmAZ5wckaFxZGFJ,Säätyvaltiopäivät-1891,nobility
i-9cNGjk8nmAZ5wckaFxZGFJ,Säätyvaltiopäivät-1894,nobility
i-9cNGjk8nmAZ5wckaFxZGFJ,Säätyvaltiopäivät-1897,nobility
i-9cNGjk8nmAZ5wckaFxZGFJ,Säätyvaltiopäivät-1899,nobility
i-9cNGjk8nmAZ5wckaFxZGFJ,Säätyvaltiopäivät-1904,nobility
i-9cNGjk8nmAZ5wckaFxZGFJ,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-9cNGjk8nmAZ5wckaFxZGFJ,Säätyvaltiopäivät-1900,nobility
i-9d9rupBa8UeJDKSfpquqqZ,Säätyvaltiopäivät-1885,nobility
i-9dEtecWrB9KpuBkeP6YcXk,Säätyvaltiopäivät-1899,nobility
i-9dEtecWrB9KpuBkeP6YcXk,Säätyvaltiopäivät-1900,nobility
i-9dEtecWrB9KpuBkeP6YcXk,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-9dEtecWrB9KpuBkeP6YcXk,Säätyvaltiopäivät-1904,nobility
i-9dg76NYKpBg8v4pLegJS4u,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-9dg76NYKpBg8v4pLegJS4u,Säätyvaltiopäivät-1904,nobility
i-9eGZuCKQEKyP2g7MzLLqxp,Säätyvaltiopäivät-1891,priests
i-9eGZuCKQEKyP2g7MzLLqxp,Säätyvaltiopäivät-1888,priests
i-9eGZuCKQEKyP2g7MzLLqxp,Säätyvaltiopäivät-1894,priests
i-9fpoHmFM6CjhEHuaVzbMqT,Säätyvaltiopäivät-1897,nobility
i-9fpoHmFM6CjhEHuaVzbMqT,Säätyvaltiopäivät-1891,nobility
i-9fpoHmFM6CjhEHuaVzbMqT,Säätyvaltiopäivät-1877,nobility
i-9fpoHmFM6CjhEHuaVzbMqT,Säätyvaltiopäivät-1899,nobility
i-9fpoHmFM6CjhEHuaVzbMqT,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-9fpoHmFM6CjhEHuaVzbMqT,Säätyvaltiopäivät-1867,nobility
i-9fpoHmFM6CjhEHuaVzbMqT,Säätyvaltiopäivät-1863,nobility
i-9fpoHmFM6CjhEHuaVzbMqT,Säätyvaltiopäivät-1900,nobility
i-9fpoHmFM6CjhEHuaVzbMqT,Säätyvaltiopäivät-1904,nobility
i-9fpoHmFM6CjhEHuaVzbMqT,Säätyvaltiopäivät-1894,nobility
i-9h6okN8c4Eaw2Pw3PKzSBY,Säätyvaltiopäivät-1904,nobility
i-9h6okN8c4Eaw2Pw3PKzSBY,Säätyvaltiopäivät-1900,nobility
i-9h6okN8c4Eaw2Pw3PKzSBY,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-9h6okN8c4Eaw2Pw3PKzSBY,Säätyvaltiopäivät-1897,nobility
i-9h6okN8c4Eaw2Pw3PKzSBY,Säätyvaltiopäivät-1899,nobility
i-9h6okN8c4Eaw2Pw3PKzSBY,Säätyvaltiopäivät-1894,nobility
i-9hHPWbbtgznfxec4dGcfyM,Säätyvaltiopäivät-1897,burgers
i-9hHPWbbtgznfxec4dGcfyM,Säätyvaltiopäivät-1904,burgers
i-9hHPWbbtgznfxec4dGcfyM,Säätyvaltiopäivät-1899,burgers
i-9hHPWbbtgznfxec4dGcfyM,Ylimääräiset-säätyvaltiopäivät-1905,burgers
i-9hHPWbbtgznfxec4dGcfyM,Säätyvaltiopäivät-1894,burgers
i-9hHPWbbtgznfxec4dGcfyM,Säätyvaltiopäivät-1900,burgers
i-9jb7omAsinf5HbDQnJqHNR,Säätyvaltiopäivät-1888,nobility
i-9jtVjCnqH9JnweAna4Vvxn,Säätyvaltiopäivät-1904,burgers
i-9ke1vqyxGLfkocb4LBaBab,Säätyvaltiopäivät-1877,peasants
i-9ny5NiSBTsXytTLwVXN882,Säätyvaltiopäivät-1882,nobility
i-9ny5NiSBTsXytTLwVXN882,Säätyvaltiopäivät-1877,nobility
i-9ny5NiSBTsXytTLwVXN882,Säätyvaltiopäivät-1867,nobility
i-9ny5NiSBTsXytTLwVXN882,Säätyvaltiopäivät-1863,nobility
i-9o6BZDKt1PPEyqAU5GBdFF,Säätyvaltiopäivät-1877,burgers
i-9oAGbXKxe5dgbbLMbJ63tk,Säätyvaltiopäivät-1904,priests
i-9oAGbXKxe5dgbbLMbJ63tk,Ylimääräiset-säätyvaltiopäivät-1905,priests
i-9oxDi4BqdVHRsvWRKNPpdt,Ylimääräiset-säätyvaltiopäivät-1905,burgers
i-9oxDi4BqdVHRsvWRKNPpdt,Säätyvaltiopäivät-1904,burgers
i-9pashV7KkwGfYg8WYhns6X,Säätyvaltiopäivät-1897,peasants
i-9pashV7KkwGfYg8WYhns6X,Säätyvaltiopäivät-1899,peasants
i-9pashV7KkwGfYg8WYhns6X,Säätyvaltiopäivät-1900,peasants
i-9pashV7KkwGfYg8WYhns6X,Säätyvaltiopäivät-1894,peasants
i-9pashV7KkwGfYg8WYhns6X,Säätyvaltiopäivät-1891,peasants
i-9pashV7KkwGfYg8WYhns6X,Säätyvaltiopäivät-1888,peasants
i-9qPvWq1wFGkiUncHLpBr6R,Säätyvaltiopäivät-1891,peasants
i-9sKLrfez1BQeoAsquLZ5Zh,Säätyvaltiopäivät-1888,burgers
i-9sKLrfez1BQeoAsquLZ5Zh,Säätyvaltiopäivät-1877,burgers
i-9sKLrfez1BQeoAsquLZ5Zh,Säätyvaltiopäivät-1882,burgers
i-9sKLrfez1BQeoAsquLZ5Zh,Säätyvaltiopäivät-1885,burgers
i-9sKLrfez1BQeoAsquLZ5Zh,Säätyvaltiopäivät-1891,burgers
i-9scE8GLLDQjMZAp1w2Xbym,Säätyvaltiopäivät-1897,nobility
i-9tbDnbqB7YsA4c84fGjvUA,Säätyvaltiopäivät-1888,nobility
i-9tguivNUzbLPw7XBnebqv4,porvoon-valtiopäivät,peasants
i-9thAhg8ZLGWJfcGpsVfS2n,Säätyvaltiopäivät-1877,peasants
i-9vkyMVcmbACmYXjiobcPPP,Säätyvaltiopäivät-1885,burgers
i-9vkyMVcmbACmYXjiobcPPP,Säätyvaltiopäivät-1899,burgers
i-9vkyMVcmbACmYXjiobcPPP,Säätyvaltiopäivät-1897,burgers
i-9vkyMVcmbACmYXjiobcPPP,Säätyvaltiopäivät-1888,burgers
i-9vkyMVcmbACmYXjiobcPPP,Säätyvaltiopäivät-1900,burgers
i-9vkyMVcmbACmYXjiobcPPP,Säätyvaltiopäivät-1882,burgers
i-9vkyMVcmbACmYXjiobcPPP,Säätyvaltiopäivät-1891,burgers
i-9vuvSe6iaLrwXwh2hAz1V6,Säätyvaltiopäivät-1877,burgers
i-9xUHPAc9cf8T1C3qtsfCqM,Ylimääräiset-säätyvaltiopäivät-1905,burgers
i-9yCuh5VFC9nkwFCb65mpa1,porvoon-valtiopäivät,peasants
i-A22VbgnxUPudCU4PsdfXhZ,Säätyvaltiopäivät-1904,peasants
i-A22VbgnxUPudCU4PsdfXhZ,Ylimääräiset-säätyvaltiopäivät-1905,peasants
i-A2GaSvBy1gWZzs8Xge9ifx,Säätyvaltiopäivät-1897,nobility
i-A2GaSvBy1gWZzs8Xge9ifx,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-A2GaSvBy1gWZzs8Xge9ifx,Säätyvaltiopäivät-1904,nobility
i-A2GaSvBy1gWZzs8Xge9ifx,Säätyvaltiopäivät-1899,nobility
i-A2fa7zDugMgoGur3miP6wM,Säätyvaltiopäivät-1882,burgers
i-A3bUhmmU7zXynBpDrUyQCp,Säätyvaltiopäivät-1894,nobility
i-A3bUhmmU7zXynBpDrUyQCp,Säätyvaltiopäivät-1885,nobility
i-A3iNU74qwgCMgUUvCNEK5W,Säätyvaltiopäivät-1904,peasants
i-A3iNU74qwgCMgUUvCNEK5W,Säätyvaltiopäivät-1900,peasants
i-A3iNU74qwgCMgUUvCNEK5W,Ylimääräiset-säätyvaltiopäivät-1905,peasants
i-A3iNU74qwgCMgUUvCNEK5W,Säätyvaltiopäivät-1899,peasants
i-AB24JHsfZmbjgiaW1jhHpr,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-AB24JHsfZmbjgiaW1jhHpr,Säätyvaltiopäivät-1894,nobility
i-ABDvGmsKHsoRMRCJLhfgDu,Säätyvaltiopäivät-1863,nobility
i-ABLF8gmTUdDY82WDDDAPc5,porvoon-valtiopäivät,nobility
i-ABctK3KggnFuTKUoTXHBqy,Säätyvaltiopäivät-1894,peasants
i-ADfVS7eRk52CEC91t8k4DD,Säätyvaltiopäivät-1863,nobility
i-ADfVS7eRk52CEC91t8k4DD,Säätyvaltiopäivät-1867,nobility
i-ADfVS7eRk52CEC91t8k4DD,Säätyvaltiopäivät-1891,nobility
i-ADo3dxzyboJHdTWQddKbDD,Säätyvaltiopäivät-1877,priests
i-AE2jQwCp42q2H3c7Yw4f16,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-AE5UX4C5hvz1dFN1ErAFEX,Säätyvaltiopäivät-1897,priests
i-AFemGZFFfQwsEoFgxVNfFY,Säätyvaltiopäivät-1885,priests
i-AHE3ySk5hTh2HNnKw9VDUz,Säätyvaltiopäivät-1885,peasants
i-AHE3ySk5hTh2HNnKw9VDUz,Säätyvaltiopäivät-1882,peasants
i-AJ842ydXS7vgqvEHKBzHhk,Ylimääräiset-säätyvaltiopäivät-1905,burgers
i-AJPQWcxL1eHvoEv1DVLV5Y,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-AKsnxsoVapWRnsPiZjSj3K,porvoon-valtiopäivät,peasants
i-AMbv6XaREqcEhBMpVdPC16,Säätyvaltiopäivät-1863,priests
i-AMw8Mgy5XNirhXZx9dDqkZ,Säätyvaltiopäivät-1885,nobility
i-AMw8Mgy5XNirhXZx9dDqkZ,Säätyvaltiopäivät-1888,nobility
i-AMw8Mgy5XNirhXZx9dDqkZ,Säätyvaltiopäivät-1899,nobility
i-AMw8Mgy5XNirhXZx9dDqkZ,Säätyvaltiopäivät-1900,nobility
i-AMw8Mgy5XNirhXZx9dDqkZ,Säätyvaltiopäivät-1904,nobility
i-AMw8Mgy5XNirhXZx9dDqkZ,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-AMw8Mgy5XNirhXZx9dDqkZ,Säätyvaltiopäivät-1882,nobility
i-AMw8Mgy5XNirhXZx9dDqkZ,Säätyvaltiopäivät-1897,nobility
i-ANUxojotq7DijYTTSvqBif,Säätyvaltiopäivät-1891,nobility
i-ANUxojotq7DijYTTSvqBif,Säätyvaltiopäivät-1899,nobility
i-ANUxojotq7DijYTTSvqBif,Säätyvaltiopäivät-1897,nobility
i-ANUxojotq7DijYTTSvqBif,Säätyvaltiopäivät-1894,nobility
i-ANUxojotq7DijYTTSvqBif,Säätyvaltiopäivät-1900,nobility
i-ASEDaBg8bCZ47EA2Ncmhc5,Säätyvaltiopäivät-1885,nobility
i-ASEDaBg8bCZ47EA2Ncmhc5,Säätyvaltiopäivät-1888,nobility
i-ASEDaBg8bCZ47EA2Ncmhc5,Säätyvaltiopäivät-1897,nobility
i-AVxkEH2ndEP8Y9Rxbhajt3,porvoon-valtiopäivät,burgers
i-AY3QyG2gGZEVpLWyHUrhbG,Säätyvaltiopäivät-1904,nobility
i-AY3QyG2gGZEVpLWyHUrhbG,Säätyvaltiopäivät-1900,nobility
i-AY3QyG2gGZEVpLWyHUrhbG,Säätyvaltiopäivät-1897,nobility
i-AY3QyG2gGZEVpLWyHUrhbG,Säätyvaltiopäivät-1894,nobility
i-AYi31TTTpecT6X8KWsTfWs,Säätyvaltiopäivät-1891,peasants
i-AYiV7HbSDVG5jNgjNsg7Z8,Säätyvaltiopäivät-1877,nobility
i-AYoxgmS8gHJDiYdTBRU1Bm,Säätyvaltiopäivät-1882,burgers
i-AZnkerqXAUAGLvKWER21jf,Säätyvaltiopäivät-1904,burgers
i-AZnkerqXAUAGLvKWER21jf,Ylimääräiset-säätyvaltiopäivät-1905,burgers
i-AZxxB54asACcX6sEP5PAsm,Säätyvaltiopäivät-1877,burgers
i-AadCTC2BzQJMamTxWgzfdo,Ylimääräiset-säätyvaltiopäivät-1905,priests
i-AadCTC2BzQJMamTxWgzfdo,Säätyvaltiopäivät-1904,priests
i-AbBzS623kguAxboqvMi468,Säätyvaltiopäivät-1863,burgers
i-AcadzVECTWqSPpXBg9Ceq7,Säätyvaltiopäivät-1863,nobility
i-Adw7hSqFhqRTF21aMdhwtq,Säätyvaltiopäivät-1899,peasants
i-Adw7hSqFhqRTF21aMdhwtq,Säätyvaltiopäivät-1891,peasants
i-Adw7hSqFhqRTF21aMdhwtq,Säätyvaltiopäivät-1897,peasants
i-Adw7hSqFhqRTF21aMdhwtq,Säätyvaltiopäivät-1894,peasants
i-AeAKY6FRuKvjWSGR8TKYMW,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-AeAKY6FRuKvjWSGR8TKYMW,Säätyvaltiopäivät-1899,nobility
i-AeYQdyFLwTn8ciBYDRNroB,Säätyvaltiopäivät-1867,priests
i-Ag2dXchos5RbVTmHNpsiNd,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-AgCTsSPCdS4oz5dpEzWJuw,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-AgcEUG25XRCYwbKjGUqhAY,Säätyvaltiopäivät-1899,nobility
i-Ai2Vxnnt6x7heSv8ZxsABW,Säätyvaltiopäivät-1867,nobility
i-Ak7N9dsY58qdazSR8az2qg,Säätyvaltiopäivät-1894,nobility
i-Am5M117G1VX7yJjQ9Nirc2,Säätyvaltiopäivät-1882,nobility
i-Am5M117G1VX7yJjQ9Nirc2,Säätyvaltiopäivät-1867,nobility
i-Am5M117G1VX7yJjQ9Nirc2,Säätyvaltiopäivät-1877,nobility
i-AoDGaMXUxZPU84yZTfL3Xc,Säätyvaltiopäivät-1863,nobility
i-AovpAdtzwGCCHia2yCxBFW,porvoon-valtiopäivät,nobility
i-AqNCzZorQgts4d814jQzws,Säätyvaltiopäivät-1904,nobility
i-AqNCzZorQgts4d814jQzws,Säätyvaltiopäivät-1900,nobility
i-AqNCzZorQgts4d814jQzws,Säätyvaltiopäivät-1899,nobility
i-AqNCzZorQgts4d814jQzws,Säätyvaltiopäivät-1897,nobility
i-AqNCzZorQgts4d814jQzws,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-AqV62fLqiqwcHy4Bm1fTdb,Säätyvaltiopäivät-1877,nobility
i-At8UeWaVLSrVHh5pXGXtHY,Säätyvaltiopäivät-1863,nobility
i-At9a8ncvtGPg92S7PgB8fA,Säätyvaltiopäivät-1899,burgers
i-At9a8ncvtGPg92S7PgB8fA,Säätyvaltiopäivät-1882,burgers
i-Atxa2Kx8Acoj72bWbshGTU,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-Atxa2Kx8Acoj72bWbshGTU,Säätyvaltiopäivät-1904,nobility
i-Atxa2Kx8Acoj72bWbshGTU,Säätyvaltiopäivät-1900,nobility
i-Atxa2Kx8Acoj72bWbshGTU,Säätyvaltiopäivät-1882,nobility
i-Atxa2Kx8Acoj72bWbshGTU,Säätyvaltiopäivät-1899,nobility
i-Atxa2Kx8Acoj72bWbshGTU,Säätyvaltiopäivät-1897,nobility
i-Atxa2Kx8Acoj72bWbshGTU,Säätyvaltiopäivät-1894,nobility
i-Atxa2Kx8Acoj72bWbshGTU,Säätyvaltiopäivät-1891,nobility
i-Atxa2Kx8Acoj72bWbshGTU,Säätyvaltiopäivät-1888,nobility
i-Atxa2Kx8Acoj72bWbshGTU,Säätyvaltiopäivät-1885,nobility
i-Atxa2Kx8Acoj72bWbshGTU,Säätyvaltiopäivät-1877,nobility
i-AtzZDHHkMR8JK9m5A1frvF,Säätyvaltiopäivät-1897,nobility
i-AtzZDHHkMR8JK9m5A1frvF,Säätyvaltiopäivät-1900,nobility
i-AtzZDHHkMR8JK9m5A1frvF,Säätyvaltiopäivät-1891,nobility
i-AtzZDHHkMR8JK9m5A1frvF,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-AtzZDHHkMR8JK9m5A1frvF,Säätyvaltiopäivät-1882,nobility
i-AtzZDHHkMR8JK9m5A1frvF,Säätyvaltiopäivät-1904,nobility
i-AtzZDHHkMR8JK9m5A1frvF,Säätyvaltiopäivät-1885,nobility
i-AtzZDHHkMR8JK9m5A1frvF,Säätyvaltiopäivät-1888,nobility
i-AtzZDHHkMR8JK9m5A1frvF,Säätyvaltiopäivät-1899,nobility
i-AtzZDHHkMR8JK9m5A1frvF,Säätyvaltiopäivät-1894,nobility
i-Au3rrHPYjxqFxpM5yc49pc,Säätyvaltiopäivät-1900,nobility
i-Au3rrHPYjxqFxpM5yc49pc,Säätyvaltiopäivät-1885,nobility
i-Au3rrHPYjxqFxpM5yc49pc,Säätyvaltiopäivät-1897,nobility
i-Au3rrHPYjxqFxpM5yc49pc,Säätyvaltiopäivät-1882,nobility
i-Au3rrHPYjxqFxpM5yc49pc,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-Au3rrHPYjxqFxpM5yc49pc,Säätyvaltiopäivät-1899,nobility
i-Au3rrHPYjxqFxpM5yc49pc,Säätyvaltiopäivät-1894,nobility
i-Au3rrHPYjxqFxpM5yc49pc,Säätyvaltiopäivät-1904,nobility
i-AufWqe4gwH5wra4K3X99qW,Säätyvaltiopäivät-1863,nobility
i-Aw4gJLPj64MCzSUx8SpjWN,Säätyvaltiopäivät-1894,nobility
i-Aw4gJLPj64MCzSUx8SpjWN,Säätyvaltiopäivät-1904,nobility
i-Aw4gJLPj64MCzSUx8SpjWN,Säätyvaltiopäivät-1897,nobility
i-Aw4gJLPj64MCzSUx8SpjWN,Säätyvaltiopäivät-1900,nobility
i-Aw4gJLPj64MCzSUx8SpjWN,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-Ay8y6qphUDYbXoFXQgQvgE,Säätyvaltiopäivät-1899,priests
i-Ay8y6qphUDYbXoFXQgQvgE,Ylimääräiset-säätyvaltiopäivät-1905,priests
i-Ay8y6qphUDYbXoFXQgQvgE,Säätyvaltiopäivät-1904,priests
i-Ay8y6qphUDYbXoFXQgQvgE,Säätyvaltiopäivät-1888,priests
i-Ay8y6qphUDYbXoFXQgQvgE,Säätyvaltiopäivät-1885,priests
i-Ay8y6qphUDYbXoFXQgQvgE,Säätyvaltiopäivät-1891,priests
i-Ay8y6qphUDYbXoFXQgQvgE,Säätyvaltiopäivät-1894,priests
i-Ay8y6qphUDYbXoFXQgQvgE,Säätyvaltiopäivät-1897,priests
i-Ay8y6qphUDYbXoFXQgQvgE,Säätyvaltiopäivät-1900,priests
i-AyjRaKbfynRtsDXw51CRKR,Säätyvaltiopäivät-1882,priests
i-AyjRaKbfynRtsDXw51CRKR,Säätyvaltiopäivät-1877,priests
i-B25euU6eTmVWcf2VC3ZBV6,Säätyvaltiopäivät-1900,burgers
i-B7K44WE4uTopCniVGbSNrZ,Säätyvaltiopäivät-1888,nobility
i-B7K44WE4uTopCniVGbSNrZ,Säätyvaltiopäivät-1904,nobility
i-B7K44WE4uTopCniVGbSNrZ,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-B7K44WE4uTopCniVGbSNrZ,Säätyvaltiopäivät-1891,nobility
i-B7K44WE4uTopCniVGbSNrZ,Säätyvaltiopäivät-1900,nobility
i-B7K44WE4uTopCniVGbSNrZ,Säätyvaltiopäivät-1894,nobility
i-B7K44WE4uTopCniVGbSNrZ,Säätyvaltiopäivät-1899,nobility
i-B7K44WE4uTopCniVGbSNrZ,Säätyvaltiopäivät-1882,nobility
i-B7K44WE4uTopCniVGbSNrZ,Säätyvaltiopäivät-1897,nobility
i-B7K44WE4uTopCniVGbSNrZ,Säätyvaltiopäivät-1885,nobility
i-BAA6DXrSNMcvsehisGYrrM,Ylimääräiset-säätyvaltiopäivät-1905,peasants
i-BAU3baAe7zojX4UuSwFbCY,Säätyvaltiopäivät-1904,peasants
i-BAsdkUAfynNL2Jzg6L3dJP,Säätyvaltiopäivät-1867,nobility
i-BAsdkUAfynNL2Jzg6L3dJP,Säätyvaltiopäivät-1863,nobility
i-BCmnuEz5aJnzUHzf4jVQdx,Säätyvaltiopäivät-1863,nobility
i-BEFpWcMG6eSPfMjZfo6dq4,Säätyvaltiopäivät-1867,nobility
i-BErd1xbD4tu5tZsqSXAGg3,Säätyvaltiopäivät-1900,peasants
i-BErd1xbD4tu5tZsqSXAGg3,Säätyvaltiopäivät-1899,peasants
i-BErjhp3tUnzeux36oFRArJ,Säätyvaltiopäivät-1891,peasants
i-BErjhp3tUnzeux36oFRArJ,Säätyvaltiopäivät-1888,peasants
i-BErjhp3tUnzeux36oFRArJ,Säätyvaltiopäivät-1885,peasants
i-BErjhp3tUnzeux36oFRArJ,Säätyvaltiopäivät-1877,peasants
i-BErjhp3tUnzeux36oFRArJ,Säätyvaltiopäivät-1894,peasants
i-BFXGLL5T7vstV6eAeM3pFC,porvoon-valtiopäivät,peasants
i-BGAeCdEhEejx8yNT2yysq,Säätyvaltiopäivät-1863,peasants
i-BGmnCwGAP9Zt7Yd8H5Wx92,Säätyvaltiopäivät-1867,priests
i-BJyQJPdthT1RRdTugUdZuZ,Säätyvaltiopäivät-1882,burgers
i-BKn5P8moHXW7NGJY13Xq5b,Säätyvaltiopäivät-1882,nobility
i-BKn5P8moHXW7NGJY13Xq5b,Säätyvaltiopäivät-1885,nobility
i-BKn5P8moHXW7NGJY13Xq5b,Säätyvaltiopäivät-1900,nobility
i-BKn5P8moHXW7NGJY13Xq5b,Säätyvaltiopäivät-1904,nobility
i-BKn5P8moHXW7NGJY13Xq5b,Ylimääräiset-säätyvaltiopäivät-1905,nobility
i-BM1QN3ZJ5FqkktH9JwVhGK,Säätyvaltiopäivät-1897,nobility
i-BM1QN3ZJ5FqkktH9JwVhGK,Säätyvaltiopäivät-1899,nobility
i-BM1QN3ZJ5FqkktH9JwVhGK,Säätyvaltiopäivät-1888,nobility
i-BM1QN3ZJ5FqkktH9JwVhGK,Säätyvaltiopäivät-1891,nobility
i-BM1QN3ZJ5FqkktH9JwVhGK,Säätyvaltiopäivät-1894,nobility
i-BM1QN3ZJ5FqkktH9JwVhGK,Säätyvaltiopäivät-1885,nobility
