person_id,wiki_id,name
i-Jr2SFQgBkXgyjAF3xM224e,Q101413585,Karl Woldemar Nystén
i-Jr5yhF57YXXUeEBRX4X7ry,Q105636269,Vilho Penttilä
i-JtwzCWzfXqxrEiL7KTkrfY,Q5405284,Vilhelm Rosenqvist
i-JvRBRuFE93TPrS9iwgT6va,,Theodor Bruun
i-Jw2DmFYzCwcZKdAPeUKz7t,Q106613391,Otto Karl Hjalmar Schulman
i-JwTjoz93HVQHyRNS5qpK9c,Q106239295,Axel Georg Henrik Grönvik
i-JwZs6TyeLcz34Vcak5vDpF,Q17382216,Johan Henrik Liljeroos
i-Jx18MvGDAsWpLispqXsDvN,Q60482938,Aleksander Sikio
i-JzQyA5cExy8sPWRDBUypL9,Q104383016,Otto Robert Claes Gustaf von Gertten
i-K2JJZuWLxCRWCMyDuHPCrH,Q6673487,Aatami Hermanni Karvonen
i-K5hPwdCSPc1g8TMBGcdSCj,Q85979311,Ivar Wallenius
i-K86LqYNUZQWYEpnoZYStrW,,Carl Gustaf Mortimer von Kraemer
i-KBCagWSiK98RhZVcSmviyM,,Aukusti Mäkipeska
i-KBFgvwgJvVUJQsXSYrfogH,Q17383863,Karl Snellman
i-KBRhFpxQ7JaxtdN7vnuj2r,Q17382357,Hugo Malmberg
i-KBYPaBJocZ9gbzQEGT2Xyq,Q105620539,Abraham Patja
i-KBo1wGumzvige3fKvvL6Ad,Q105086436,Adam Halkilahti
i-KCCsfGqPw6fxcvH1WdRibJ,Q106319465,August Emil Konstantin Tötterman
i-KCWHHiMpyLd9LgBgzksu28,Q106812004,August Fredrik Granfelt
i-KDkAw6MJH2W79wd7auFFmc,Q51136666,Woldemar Hackman
i-KEH715U4Y1bzNSfLtCZFuv,Q7094392,Onni Schildt
i-KGaDYg8SvhTQwWAdJXsgTo,Q105951055,Carl Grundfeldt
i-KHiayBK11WrtpMd7gYcFdd,Q100964971,Hans Henrik Estlander
i-KJ7UGZkiLr2SVvK6VAmww7,Q108003424,Fabian Wilhelm von Schantz
i-KJPD38Pv4xHNi9xwhTpE6v,,Axel Johan Alfons Spåre
i-KJqM4wnygHX4r49KxPJzSp,Q105620414,Carl Fredrik Pousar
i-KLfq6uJD2dXER75p7KmAih,Q104995643,Juhana Heikki Ala-Hanho
i-KM5zW4VUqMnFTF1EiyLAR9,,Alexander Ferdinand Borenius
i-KMybxddpRTDXE79ZmgAnee,Q6097531,Hjalmar Schildt
i-KNCVkqasjV7R2ZyH3Yotmf,Q107860706,Woldemar Gustaf Silfversvan
i-KNyQj1kXggVdvC3PWZkjqC,,Carl Magnus Dahlström
i-KQxKFWq81XxtmGUs1mvL4r,Q106342362,Juho Heikki Jokinen
i-KR84sJFFS2USNruSw4DL1V,,Constantin Boije af Gennäs
i-KS7S4UcDzhQZZapbE1UVxh,Q105701078,Heikki Ylinen
i-KSodbRwY6NwA3H7C4ZjcDU,Q101583769,Henrik Edvard Schroderus
i-KSwyQA3Qqn4zEnSkGR2MwP,Q85990891,Torsten Costiander
i-KT9fa2ehNHWytc91mC68Ag,Q28055991,Aimo Hallberg
i-KVU77rhWXo9aDLh2ZiPF6L,Q11902249,Walter Parviainen
i-KVhhqWgv5athrCNYRVhUH5,Q106323486,Juho Klami
i-KX5eghvP7SMb85LhbRmnGV,Q107172255,Axel de la Chapelle
i-KXaaRpC72pNJUchqW1VYda,Q11862333,Henrik Melander
i-KXnVQ9JYufy6ePb39wj3E2,,Josef Adam Joakim Pippingsköld
i-KZXidz1Yd5JGAVXfe6RfyA,Q105454545,Heikki Krook
i-KaGZSH7hSfwSGkfQgkLx9d,Q6235673,Georg von Wendt
i-Kb8kygLcTxaqvRSfa3xqV4,Q106945190,Evert Viktor Wasastjerna
i-KbCoxCNEWKajEohbj77myb,,Gustaf Adolf Langenskiöld
i-Kcb1kFVpQpDq61XMj9K7iG,Q105337292,Heikki Kauranen
i-Kd8zusWUpTsYTGb1YUR4He,Q106323650,Aappo Walta
i-KfXYoPpMWP1s6ooNkxKCr5,Q105955066,Alarik Achrén
i-KgR7MpxB5MYsXejsxVXa4B,,Herman Råbergh
i-KgjJCxbdt82hzHKsnYYkx4,,Ernst Rönnbäck
i-KkSs43d2DnQxGC62RUjkF1,,Gösta Lindblom
i-KoJBp9j1HAS2wtWnF79M1o,,Konrad Björkstén
i-KqWScvn4zdPpH9UqTYKQ8U,Q5931795,Ernst Lagus
i-KsLWXt96o6G3c9qu9e3nSH,Q17382649,Abel Nyholm
i-Ksviw3T6GsJxfgx6Ggd119,Q106705866,Osma Alfred Schildt
i-KuQLHkqt3cejKTyvvNYzpK,Q105620577,Anders Nordling
i-KuRhzNsx46gnkh5bRQzgZF,Q5499534,Fredrik Stjernvall
i-KuoWWMCGcGasD8NaD69C4c,Q106766179,Johan Wilhelm Brummer
i-Kus6bVi2TaGnJ2PW3eiN7H,Q108003416,Johan Wilhelm Stjernschantz
i-KvF36mMpu9ZuCa6R3AoUy7,Q101243567,Erik Karanen
i-KvfDtT3CDx7CE8XmxRCDRi,Q106323474,Matti Ikonen
i-KxTPNsdvaDSQXea4wDGU8f,Q102172744,Gustaf Robert Böök
i-KyrAu5PxJtcHbBh2XnzKUA,,Maximus af Schultén
i-L1KJ3WtZLgoZjfPp7unfjv,Q109826726,Gustaf Georg Waldemar von Essen
i-L2BLKXDd3w8s4qqNPwAExg,Q105629732,Heikki Punttala
i-L2dfSVdC9KhQSTQd28TwV2,Q107994313,Axel Gabriel Wilhelm Tawaststjerna
i-L5ZARSz8GnJB3juLAWJzKY,Q3193368,Karl August Wrede
i-L5qYEMkX66L24jwk7VCB5m,,Jacob Tengström
i-L98MJsiU1VuK4KecAX584L,Q104721221,Petter Gustaf Hällfors
i-L9kZxLhWCuQyLqDdMjfmwo,Q3375796,Viktor Magnus von Born
i-LA35x1Y7XM3uhT1r9Nc2oy,Q105751921,Henrik Svanberg
i-LBgUfgHuPnnZdDar6ZUzhW,Q106773908,Carl Wilhelm Daniel von Fieandt
i-LCk7nVEL2LauAF4kV4yAdD,Q106323610,August Malm
i-LDGNo6A9qwe5v3RvKjqA32,Q107337643,Ivan Alexander Aminoff
i-LEMEoacBNp84qL8VqhrH4x,Q104596836,Fredrik Ståhle
i-LENzLHnC9MzYZ4becot1Yi,Q23040901,Matti Rossi
i-LEp8fNXd1AnZzt4ZAiZeos,Q108067063,Knut Emil von Schantz
i-LMEScfuydVjqcwbYGSxdsR,Q104551807,Carl Vilhelm Torwigge
i-LMFvjALUJyhAo2SR348fhS,,Oscar Norrmén
i-LNeAt3ynhMRqUa1ahgphLr,Q5614505,Johan Henrik Cygnaeus
i-LPSNw3P3JYfMofPLqXC3FU,Q105946641,Anders Johan Molander
i-LQDuKjTYCeGtswAtVHen5p,,Gösta Sumelius
i-LTLtGArV54n8xN9SzsYhCh,Q17383421,Reinhold Johan Rehbinder
i-LXEKkbJV1hNyAnsc347hp7,Q106817448,Nils Adolf Lindsay von Julin
i-LXeKqcnhWJRPyVB2hLU94o,Q104995605,Gabriel Anttila
i-LYpQPnAEvBHwxddcikgnNW,Q56403428,Erik Johan Andelin
i-LZXLoYezcMtCGAhcNkmmmM,Q107978468,Nikolai Adolf Reinhold Munck
i-La7UQC3cRq7vS9HSMAPZiz,Q333202,Hugo Pipping
i-LaaLKatPvVQRvR2ozPzenC,,Robert Isidor Örn
i-LauGkBXyoLDjzoszXZ721Q,Q105629779,Antti Juho Pulkkinen
i-LcQBzSAGk6cyBWQVg2HXQQ,Q61103306,Karl Troberg
i-LcYSLrozY9sdA2Hktjosng,,Alfred Norrmén
i-LcbKWGDpGm9XdVkcD4Yn4p,,Carl Alfred Carlström
i-LccoceJBCqoQP5iE7k45vu,Q104246766,Benjamin Sulin
i-Lch3o2YJ8cMMwJUB46sQcL,Q58073019,Karl Gustaf Berg
i-Lejo7aaUSkc6PuVVEFSNg9,Q107054990,Arvid Harald von Fieandt
i-LfjijKcu6wrjy8uVqHyVJp,Q106239181,Frans Sumelius
i-LgZQWS4zG1x9kqYzpyaYDt,Q107400155,Alexander Sebastian Ehrnrooth
i-Lget5LPYWHPvRtBPXGq6gH,,Kaarle Juho Häkkänen
i-Lh2ZkUZd9AHu99nWtfbihe,Q17382504,Gustaf Edvard Mattson
i-LhNeaJMK2rPRdMfEm4W2yR,Q2605536,Johan Richard Danielson
i-LhNeaJMK2rPRdMfEm4W2yR,Q2605536,J. R. Danielson-Kalmari
i-Lk27AXaL7fVVebyiYHtGJy,Q91313292,Alexander Leonard Carl Schulman
i-Lk3BJdRWnrZD4VkCKeqBtp,,Paavo Nyrönen
i-Lk8xzvhSG9RJUN6BeTB6mi,,Axel Fredrik Granfelt
i-LmMgV7SdqVNZjRdPMKRJ7T,Q106239201,Anshelm Nordman
i-LnKGDyGvxDZZ7YsqPeHWDK,,Frithiof Napoleon Neppenström
i-LnkkcfDXzRGTPBMLXcE91Q,Q104627334,Elias Sipuli
i-LntY6DwLWnbrXMVX8nJS29,Q28055994,Juho Valmari
i-LqM36pAFwGPynJAx9z9oy9,,Eero Järnefelt
i-Lr5AdF1qhHs7ZqC317dwPC,Q105337241,Heikki Kansanen
i-LsH6GcJdCwFLL56qN5DzDX,Q104188739,Magnus Arvid Krabbe
i-LszJ9La6sjSXEUGEBJttyo,Q5478877,Hjalmar Granfelt
i-LszmzSyrMUQRmpWjdTrzZk,Q105620614,Juho Poutiainen
i-LuXf1BCe2pSWk9pv4PMhNL,Q11850401,Akseli Lilius
i-LvcfwaY7wAS1Kma1uB6ek3,Q106766144,August von Willebrand
i-Lw36bGs76KQaSTfdhJeosz,,Antti Ahlström
i-LworoXnhdkkqSH2e65xuXx,Q15528987,Robert Frosterus
i-LxagQossAJBCsTviBZ67Ld,Q105946638,Carl W. Savander
i-Lyo8fpiixdh58SbJEgfmjR,Q107738938,Fredrik Magnus Stackelberg
i-LzdgEat3rhCADgx5cR1LSS,Q108067057,Johan Ulrik von Törne
i-M1GkpKKam2WhRvDxjE48Yx,Q5560067,Adolf Edvard Arppe
i-M1dRDrHkNpb4p39e5pVUGD,Q106766173,Rudolf Waldemar Munsterhjelm
i-M2RVvJD7jgP4UzUVxXoUL5,Q106766155,Hans Henrik Brummer
i-M3agL2duYbF7KZKer9417T,,Gustaf William Homén
i-M3vdGvw9iDEMvMQ8z7ckwG,Q5973556,Peter Malm
i-M6mbjgtYJJWYAYtdGYN5yy,,Erik Johan Stråhle
i-M8GjBiWjFex38AaKPzEaZj,Q102667659,Julius Fredrik Gadd
i-M8vPca9XvnkuhF7z5k9Ho4,Q92752043,Frithiof Alarik Tawaststjerna
i-M9GEjZeNs7B27BfEGmJYSN,Q105751906,Kaarle Henrik Teittinen
i-MBAhp3QGsu4xyQ6tjvHiC7,Q100784624,Theodor Leopold Eck
i-MDfAM83g7G9zW98usAVuS1,Q5979967,Guss Mattsson
i-MDfAM83g7G9zW98usAVuS1,Q5979967,Gustaf Otto Mattsson
i-ME6jgSLdkwbzPDF9maty1N,Q107978476,Karl Gotthard Werner von Rehausen
i-MEgwJwDM4mwi6wmXsCMYJx,,Nils Otto Nordenskiöld
i-MEoY3ZYgtDsM2D23r4yfXX,Q5405855,Georg Fraser
i-MFBL7XnrdB4HHfQL2ffF6i,Q108043642,Oskar Leonard af Forselles
i-MFtm1KTTmksUypGZFKkvkP,Q5438851,Arthur Thesleff
i-MJFSJa1aXzYnXn8PW7NoCX,,Viktor Raipala
i-MJwirdyVsfeQa46rvEQmu8,,Lars Johan Hammarén
i-MMYT7XLX6YPQ7PudpmVcPj,Q97340754,Carl Rosenius
i-MMyFhhMEvCjmcwSBsfMJk1,Q93261828,Ernst Carl Adolf von Willebrand
i-MNNdb5hx4FpNXw9RbRm64,Q104549842,Robert Blåfield
i-MNyNttGEs2xVMSxNfSviJD,Q106323467,Matti Retula
i-MP8tCuyCgGu6j7iyfmn1Hs,Q105470731,Tuomas Laurikainen
i-MPFwM3Xim9Zw7dhhTecn4W,Q34877449,Birger von Troil
i-MQLhdYxVRGzFNC1bGzR64p,Q107054972,Carl August Wilhelm Cederholm
i-MQzMznpRQBMmbXktLvAN9k,,S. W. von Troil
i-MT4FXbmfE3E8zXeKT2YLpS,Q17381093,Johannes Indrenius
i-MTVnejidR78VGkqvg6x5Qp,Q108043658,Viktor Leonhard af Forselles
i-MXYA6mu4YEKfDVYKu42SUN,Q106239316,Carl Eugen Åberg
i-MZfMSqHz9EQfVMc733DtHZ,Q16160914,Magnus Alopaeus
i-MZjGSV6EaQrvUyQv5EbDi,Q65229155,Alexander Cronhjelm
i-MZsPVQ9dMC8ZHTgrVyD83w,Q16737287,Olli Helander
i-MZzLK6ceKqS79rLo8ueo9E,Q106241039,Robert Hartman
i-MbQvVcF8hxDj9Gh7nNodQi,Q105620615,Heikki Poutanen
i-Mdt7zZSbuqudjxnT1UcWMu,Q106323445,Johan Schulin
i-MejDXzf7f7w3bWanLQKrgB,,Josef Grönberg
i-MixwsDneJhAzKShrxe4XzW,,A. F. Orrhaeus
i-Mn3ZFywZU8ZfJcVx8DUemL,Q11855007,Carl Magnus Engman
i-ModpSX4t69XxAKF7ekgvVg,Q85990242,Adolf Reinhold Viktor Ehrnrooth
i-MogwxPPyotmdVHPokgUn5V,Q105751971,David Savolainen
i-Mp9K29oMoRuFXcdAb1nz2G,,Werner August Örn
i-MpSvLbSBufpP72uqPvupgE,Q104550153,Jakob af Forselles
i-MpYr5qap95o2iCMfyBRiYr,Q106323609,Juho Heikki Luoma
i-MsAZiKUoJpJxkiXUKdN7nN,Q11850593,Albert Luoma
i-MujcqCg7h5ho8MapFbhqsZ,Q106967413,Birger Fredrik af Björkesten
i-Mv8LxUWcA6ScC4mGxxYUCF,Q109774866,Carl Alfred Uggla
i-Mv9xYt1oFBbC68U2iqevMq,Q105069794,Johan Gabriel Gädda
i-Mx8rT8cEuAAhv39T79k9Lo,Q105751922,Risto Summa
i-Mz9aBz5SdW9X6Q9PVDD5SJ,Q106223936,Adolf Fredrik Liljeros
i-MzVQxM4xkNeBUq7eq6vH9k,Q65229159,Alexander Jakob von Wendt
i-N2PwTvXjXUdT9dRHeMawYq,Q5572052,Edvard Bergh
i-N2Z97XeDoEhoXqMP1Yb91f,Q105751892,Heikki Tikkanen
i-N2fRatMiRmLEhFJUaMqMBg,,Gustaf Fredrik Rotkirch
i-N3KeHTJ7pgpFitvvhKrhUK,,Frans Ludvig Schauman
i-N4Kj7XJKByKctvmiVZHuWm,Q5797587,Felix Heikel
i-N7AHCqt7u3nWVNMBEE8SaY,,Alexander August Peter Wrede af Elimä
i-NAH7vpemmxvbjxdoZq9z1P,Q104549898,Hans Petter Winge
i-NAuZTui4bievWP5oqZC398,Q105432396,Elias Illi
i-NBh89WjkAAKD9CCqxkG37S,Q5797598,Ivar Heikel
i-NBjMz9hr6symL5rEHweJfZ,Q106812011,Aarne Gripenberg
i-NCkfpUwoqABjXwqK5aXbJ7,Q105454264,Mikko Lampinen
i-NDDsvs2KPqUENDma8QUX7J,Q5973883,Anders Johan Malmgren
i-NDu3XB3xk3uT4c2LFvLbZz,Q20251380,Axel Fredrik Nikolaus Cedercreutz
i-NG9kNwuhydnAfCZMfVWjFj,,Julius Immanuel Bergh
i-NHKgqZ5VCJGJQMeRSrTD6B,Q26270051,Otto Pesonen
i-NJNYuA3TCLDAUVNjE5j2MC,,A. Fr. von Christierson
i-NK34WfhpRdsDWxgtnU3RwV,,Johannes Castrén
i-NKUVrN6kypayREU1YSXp1x,Q107750242,Knut Adolf Boije af Gennäs
i-NKaswFdK23mmSjbg8MMacH,Q105620591,Juho Nikkarla
i-NNUNTXzUgmd3vM5ymCgTek,Q108067086,Bror Albert von Fieandt
i-NPH1o1xeorDHN3soPCbMv8,Q6210840,Edvard Tigerstedt
i-NQLXuNv2TZG5tDydaVXrk2,Q81804616,Karl Magnus Emil Brummer
i-NRTTLGWR9xV953dyx3Cmix,Q11898647,Tuomas Suokas
i-NT9DfbhMZGzqHNjgL2hXP8,Q107860636,Georg Otto Segerstråle
i-NUC4AmXjZ5KaMtPNfqBxhQ,Q106240876,Albert Öberg
i-NUWvTeBf7cVPTJBMAB6Ecj,Q104550266,Fabian af Enehjelm
i-NUn9oiVKe8AEJreEd28SPr,Q107172250,Adolf Ferdinand Spåre
i-NVSSVqMqZbW5m9b6RM76L8,Q105337342,Aksel Hynninen
i-NVyXtQG4ngA5GXmvPaY9YJ,Q106323615,Olli Mustonen
i-NWfTGCDhbu3vNXABaUGgJX,Q106906815,Arthur Pippingsköld
i-NXVEJeG8exDqKdqBDPeqwV,Q104588882,Fredrik Ulrik Bernt Otto Stackelberg
i-NY2vEoe4HTkpb5bQ9ByBgQ,,Johannes Gripenberg
i-NZKAm3ErTL9hjBC4SPLuqU,Q5581958,Adolf von Bonsdorff
i-NbLP2Nt1pfin8JxryLMYRd,Q105751890,Heikki Toijala
i-NbSptXiZKGLtChSMzVsm4n,Q104899489,Gustaf Fredrik Sneckenström
i-NcxEYLNAvK4g34toLZ9Xmy,Q110322644,Hjalmar Fridolf Samuel von Troil
i-Ndoz7NSGawumf9wRE9WPFY,,Carl August Standertskjöld
i-Nh9zLKZnLGy4jBe4znCjG3,Q104235951,Karl Fredrik Grönberg
i-NhJsA3ABbAMLYTMuFqgSpb,Q11867558,Juho Astala
i-NhaCf8kMDuGNBTufgaKJj2,,Alexander Otto Ehrström
i-Ni6TkJz5gHK9gkCs1fQnPw,Q11858309,Erkki Juho Warpenius
i-Ni7ZXhkyXJkTLKyP27EfJg,Q106309495,Albert Lindh
i-NkQqrLFDbfL6PHpgSiTkBZ,Q87711793,Mauritz Ferdinand von Kothen
i-NopaF9v8qja8LhSbbnnb2M,Q11869433,Kalle Piilonen
i-Np41SwUHwR2XNxuHxkXohs,,Karl Gustaf Ehrström
i-NpQ4pik31NjbjFQK1eTY2D,Q11856443,Erik Viktor Petterson
i-NphcP16j5qu5ntda7ML8DP,Q17381716,Petter Klockars
i-NphcP16j5qu5ntda7ML8DP,Q17381716,Pietari Klockars
i-NphcP16j5qu5ntda7ML8DP,Q17381716,Pehr Klockars
i-NqCyztYxbvpx95V4SwQ6nX,Q106936698,Ivar August Wahren
i-NsHXM2LemEn2bjvkhHbwra,Q102355451,Claes Robert Stenroth
i-Nt8YGKJiiZ7gv6xC2bwbfr,,Gustaf Adolf Konstantin Gripenberg
i-NtosEyycMypJu45DLSKt8a,Q11891143,Rolf Boije
i-NwG25Q1tZQAtUqrP7VkCNr,Q20736826,Adolf Waldemar Wallensköld
i-NwgjBH8eQNFcHLKVJ2kSzp,Q61103095,Hiskias Kirjalainen
i-NxYVE3KzeNrGHSJrekxTNq,Q391176,Johannes Lundson
i-Nxfsn5PHzYhH2DmBcoNnAc,,Fritz Arthur Jusélius
i-Nxfsn5PHzYhH2DmBcoNnAc,,Fritz Arthur  Jusélius
i-P1yFwRyuDa5Fsq2kN6tcBh,Q106323488,Urbanus Koistinen
i-P2TB7uqML45WSXmGGyBpbS,Q93261832,Reinhold Robert von Willebrand
i-P46k6zjdqv1UvTq7vDZKhg,Q27069016,Magnus Fredrik Clementeoff
i-P5da9MFNVQpRhU72ekmUz2,Q102291355,Gustaf Oskar Teodor Nordström
i-P5yxBbcUYC7ESsTCmTiwPG,Q106323663,Oscar Wilhelm Andstén
i-P68mLaom1qo4nAwfyux1WP,Q28357030,Rabbe Zakarias Wrede
i-P8ZyisnHJoEetVdab3w2LR,Q106239220,Oskar Backman
i-PDBzu2g8GGcW9r8Ka5csJL,,Claes Samuel Segerstråle
i-PGPnV8fzHG46P1xAtDeX6J,Q108067061,Henrik Johan Standertskjöld
i-PHhNjXUhesTG1v74LgJRHM,Q85995804,Alexander August Thesleff
i-PJNZ42wbWSKxA8Fx3hejJx,Q106319475,Herman Roschier
i-PJieNR5tUWvJeBkxF7Dr9F,Q106272574,Fredrik Jansson
i-PKPe2Nyabt6ctrsa6d5cFL,,Kalle Myllylä
i-PL2Bg7AL4FXe6jqQmTycGd,,Alexander Etholén
i-PLyPRr4UAy58WNh8KVMjYT,Q5720008,Bernhard Estlander
i-PNHAmRdMEAf83M9VATEtRt,,Erkki Klami
i-PNmHnqPyRhVYDfz1Hy5FYA,Q106989471,Karl Hjalmar Rosenbröijer
i-PNuNCbEDkNbdhUFXgRbJsz,Q11850785,Alexander von Daehn
i-PQT9K9ugXfybjCdmJX2bbf,Q107258246,Maunu Ossian af Heurlin
i-PQjdcYv8HUE6sNCSihTk2j,,Elias Malakias Rosengren
i-PSA1xqURUBt3dZpg7w3Mzs,,Gustaf Gädda
i-PSCkTqovb3Rb4FfC2FAyU7,,Fredrik Stenström
i-PSxzUhNbXQgjwkYXdXsr9W,Q107258244,Frans Axel Herman von Knorring
i-PUGEJH9kXtM6B1imKCMoex,Q11866713,Johannes Schwartzberg
i-PVaivFSAuPU2ijJgx7Qfen,Q106272578,Mikael Lindén
i-PX1FwcYEjVrTLmnqUwwqS9,Q13586011,Hugo Lilius
i-PXuku1HofhxbHupjzJDbQt,,K. J. Högman
i-PYQaaQwp6fww67Sfuv5pS2,Q17382782,Henrik Christian Nordenswan
i-PYWvB334yLWEhtwkxgXUPF,Q105432364,Iisakki Holmi
i-PYevqfZGZ2L2kAxK5yJAg8,,Johan Bäckwall
i-PakNJPLNiG83PD1Hqsszw6,Q2580737,Adolf Grotenfelt
i-Pcaa9EgdyNW1ATcp1he7Tu,Q11859185,Evert Wasastjerna
i-PekxKWsZ4bgFrbFj9LrEem,Q106967475,Johannes Wilhelm von Nandelstadh
i-Pf75wDVPHr1357N9G8kwHc,,Nils Karl Nordenskiöld
i-PfNDvdPUw3V2yuQ3zFXWwn,Q106223979,Otto Reinhold Grönholm
i-Pfw4BTaDP6k2iypU8dU681,,Adolf Aminoff
i-PgAMU6BqG36U1C18dfRoTQ,Q11860085,Fridolf Leopold Hisinger
i-PgP4VQLBSWeqNWkwt4rYeN,Q105756269,Antti Waris
i-Pn84JtGdutpdSwxbgQUoER,Q105454605,Juho Kotilainen
i-Po86c6SzZBrRp2cXNt7vbS,Q105337195,Juho Jormakka
i-PsebhHbMPp7TojDsoDt1hW,Q1974329,Axel Lille
i-PsuoFALePn9dpFRG2m5nm8,Q5401177,Rolf Lagerborg
i-PtuyxaDFzQJ2vXUDYSKW5C,Q103337992,Anders Oskar Törnudd
i-Pvw9EBwj6b461Z2NzQEMrw,Q5473885,Ernst Dahlström
i-PwYmt66Muuq6LCAKqgJ6bg,Q11866656,Johan William Forsman
i-Pwjr6vGBf5sGMw2BtNjBMH,Q11856627,Edvin Avellan
i-PwnzQwwr5bqYkhupZAh7NR,,Wilhelm Thesleff
i-Px3G8v88wqcrbZDDAeY4bn,Q104172923,Berndt Gustaf Emil Blåfield
i-PxM4zoed54FM2xN5phWky8,Q101184260,Johan Henrik Ilvonen
i-PymBN8Lia6PetBUJoeuz2t,Q107337649,Georg Mauritz von Essen
i-PyyELpiiVyvdj4dMGXBMfd,Q20251422,Axel Ehrnrooth
i-PzVQ4YLaWeM7pNS6Ys5uUd,Q106967418,Gustaf Ivar Blåfield
i-Q1N8PN7b15c7kKuCCwqBkf,Q11850636,Albrecht Fredrik Richard de la Chapelle
i-Q1ibeZgVwdgK9awDnvXcF6,Q85979430,Nils Johansson Aejmelaeus
i-Q21ZTbWmznLGQxXvyNXGvX,Q107798065,Karl Johan Agaton von Numers
i-Q5EydXH8qjLRMePzsPkUGU,Q106323718,Julius Emerik Jansson
i-Q6qBz6peRTuLmwUG9fGTUi,Q98457184,Frans Alfrid Aejmelaeus
i-Q76pbjMuE4qKSn7QggecGP,,Herman Hellén
i-Q95QFncTZFNWLCngcWrEbX,Q107172247,Woldemar Alfred Ludvig Rehbinder
i-QBzR9quZuLUvCqxCppFswG,Q105756258,Juhana Ylönen
i-QC5Cyy3W7sCFLULXRbi4Rm,Q100784583,Johan Alfred Nystén
i-QCMogBudzNTMKFVRyUTu7u,Q106309501,Johan Fredrik Kerttula
i-QE8zNVMp9Xs7sAfD5qKxFo,,Carl Adolf Öhrnberg
i-QEY8yLYiTTD8YcFBZFzwF5,Q106323598,Matti Leino
i-QEfPLQGwwVw7e6SHKhBgS7,Q11860381,Georg Wallgren
i-QFtRtd5gpiAbTC23qvFAwg,Q102322728,Evold Oskar Alexander Kuhlefelt
i-QGPtDAH1rAzUX1zyuF6Zjh,Q105077447,Antti Haikonen
i-QHeFmPFqTzUKYegijGeky4,Q104413212,Karl Fredrik Stenbäck
i-QJ1ZkTV7SwMpxh2ZB1Guar,Q106239284,Richard Heimberger
i-QMgGCwPHvJ4CXVz7N7KJek,Q101009349,Ivar Rudolf Forsman
i-QNhMBum6ExbBrKvo7ygXjB,Q102046756,Karl Wilén
i-QP5DJLaZH6HrKA2LVXwim9,Q104588874,August Filip Armfelt
i-QPoFfjW9PNsnWHP2wwCzA3,Q107086197,Henrik Josef Gustaf Mechelin
i-QQ7rzMcvpGv1RunkkD3Hgv,Q704066,Johan Wilhelm Runeberg
i-QQY41pDJEC5sc6i2RxR4Hf,Q105077448,Karl Henrik Hagman
i-QSofAA7uWWcxZqxLFXBh9g,Q107978472,Anders Georg Emil Munsterhjelm
i-QVeVTFe56BkTfwnYuwAieL,,Hjalmar von Bonsdorff
i-QVrcwFYjcxwn93KdWmPBk3,Q5889518,Johan Viktor Johnsson
i-QWKeMQ8ikAFs3HUhpwcTcY,Q104550083,Fredrik Ehrenmalm
i-QWtmceu5tuL6iNKSbdGPzi,Q63275073,Carl Fredrik Forsman
i-QXBKraZHyPiE9z35xJ7hrQ,Q11881564,Matti Holma
i-QYHzVDBkaHwTabbuxDayFN,,Carl Mannerheim
i-QYXUQL1GRL9Dj9W63s5z37,,Kurt af Enehielm
i-QYn16ak5qeRq4d9Vrw4qd4,Q23039688,Gustaf Robert Alfred Charpentier
i-QYxULRmLP8R5DCtgrjvZn8,Q104602796,Henrik Sovelius
i-QaTCTm7zbJdPwtSKAQ6xKM,Q105337338,Juho Ikkala
i-QcNomwuvdVFymGu4tEokDW,Q107750239,Adolf Edvin Arppe
i-QcsjR5Y3EcAYrfuf6exqd2,,Johan Reinhold Taube
i-QhncDJ9GjFzajpogRjMHPM,Q105629715,Vilhelm Pääkkönen
i-QkiuvQensCpwWyAWks6NUq,Q108056302,Johan Emil Furuhjelm
i-QmDvF6akeQRHNrBxFgwyU3,Q11852102,Antti Juhana Mustonen
i-Qnp6pqgLniPF2sFKE6V5wi,Q17382325,Alexander Wilhelm Lyra
i-QnztxA9UA85K7Pcdod4AWL,Q6068615,Fredric von Rettig
i-Qp7sJuXneZjAk13ibBY1Fi,,Gösta Björkenheim
i-QqBB3xoTfxVdjYr5NQonYt,Q106967467,Lars Emil von Haartman
i-QrXbUARX3WXzHQ9txYadDP,,Robert Björkenheim
i-QsddKiAiTQrxhHXVtrHq6U,Q11850688,Aleksanteri Tuloisela
i-QskzHhWrhp8unnoSpbaboW,Q55395708,Wilhelm Fredrik von Nottbeck
i-QtRE4wiVPvYZD95obdru7G,Q20255349,Frans Edvard Molander
i-Quofg7cvFSNhUVrVFqCsCJ,Q17384649,Kalle Viljakainen
i-QvFYn2SbCevwzepahRX1Eo,,Axel Fredrik Charpentier
i-QvZND5bsUMbLd5okrAcPB4,Q106323634,Vihtori Penttilä
i-QvmSKDnRAtXr4Y5xFUdyFL,Q4412255,Waldemar Schauman
i-QwYQDZHC3TqUfTjTHbxuTf,Q101423242,Johan Leonhard Pentzin
i-QwcTLbpo4YVwryjr1GArpy,Q104145191,Otto Mauritz Nordström
i-Qwef1SgV2CKvjcNDkxWaLb,Q58072956,Arthur Rickhard Ramsay
i-QyPgAFSeFwkAKAaSYDLYCy,Q106812031,Edvard Robert Ludvig Hedenberg
i-R28UTns33JCA99kCLanPzS,Q105069788,Edvard Grönroos
