swerik_person_id,wikipedia_url
i-R6esB2VMiCeF9f4oaXQg24,/wiki/Simon_Wilhelm_Nylander
i-JFCH6e9PsE1w8HHWkxDkhR,/wiki/Albert_Ferdinand_Ottelin
i-JkSp1eWyNE5yJ7KqvQ1bNE,/wiki/Abraham_Petrelius
i-MMYT7XLX6YPQ7PudpmVcPj,/wiki/Carl_Rosenius
i-Hc9XMkGEjEESuFdWzXy4JT,/wiki/J._W._Snellman_G:son
i-2dGWMbZNs6GoVNG5okZE2D,/wiki/Gustaf_Fritiof_Utter
i-7uMXAQGFUobfV6rguMPypw,/wiki/Herman_Wahrman
i-5r31KKuptPPS63eWzMAseL,/wiki/Pehr_%C3%96string
i-HaR8EnfKL5psLJsjZDeZ8o,/wiki/Johan_Georg_Agricola
i-7Fgy1eMvbaMXrGoDJTECv5,/wiki/Georg_von_Alfthan
i-6CvfviQxrE8gzQpx2tTXw9,/wiki/Berndt_Adolf_Carl_Gregori_Aminoff
i-6cWDpivCCHx8nsC26q3ZfQ,/wiki/Frans_Josef_von_Becker
i-RcSCmpxriPBQokni59zaX1,/wiki/Axel_Gabriel_af_Bj%C3%B6rksten
i-EubGaC45XvL4c18F6U6mCD,/wiki/Frans_Henrik_af_Bj%C3%B6rksten
i-5MPjVAbwqdX7wpyfj7xs8w,/wiki/Georg_Mauritz_von_Christierson
i-Ai2Vxnnt6x7heSv8ZxsABW,/wiki/Fredrik_af_Forselles
i-MFBL7XnrdB4HHfQL2ffF6i,/wiki/Oskar_Leonard_af_Forselles
i-w54hMDMQynKjwXWGH2CGz,/wiki/Theodor_Ulrik_af_Forselles
i-MTVnejidR78VGkqvg6x5Qp,/wiki/Viktor_Leonhard_af_Forselles
i-PwYmt66Muuq6LCAKqgJ6bg,/wiki/Johan_William_Forsman
i-JAJQRTmdwNUqKSNrqbGWKb,/wiki/Enok_Hjalmar_Furuhjelm
i-QkiuvQensCpwWyAWks6NUq,/wiki/Johan_Emil_Furuhjelm
i-6SJ36VSykGCui6DgBkXMAq,/wiki/Bernhard_Fredrik_Godenhjelm
i-KCWHHiMpyLd9LgBgzksu28,/wiki/August_Fredrik_Granfelt
i-CA11FK6DFAdcRD28ckK5f7,/wiki/Carl_Daniel_von_Haartman
i-HhpcZwrh13UfQgSjC4pfMf,/wiki/Fridolf_Rafael_von_Haartman
i-73dFa8UGNCPz6EYcxu2835,/wiki/Lars_Teodor_von_Hellens
i-GMRQkmLRCx39JoBJgBC7j4,/wiki/Lars_Oskar_Wilhelm_af_Heurlin
i-WMa3i1Fida5Xz9rbdPwSCY,/wiki/Mauritz_Fridolf_Hisinger
i-BEFpWcMG6eSPfMjZfo6dq4,/wiki/Conrad_Osvald_Hjerta
i-GvRx6Whoyo7iPDLJ6uwURb,/wiki/Fredrik_Idestam
i-4GaPQPN9o2DtPJqk8V2RRe,/wiki/Emil_Lindsay_von_Julin
i-977pYss6B2QXmArbdaAc9A,/wiki/Gustaf_Johan_J%C3%A4rnefelt
i-LsH6GcJdCwFLL56qN5DzDX,/wiki/Magnus_Arvid_Krabbe
i-FxBFM2uzof1KWHDpt4Uswx,/wiki/Carl_Gustav_Mortimer_von_Kraemer
i-DvsnxJr6R8m8r5wknzUSGc,/wiki/Wilhelm_Theodor_von_Kraemer
i-QFtRtd5gpiAbTC23qvFAwg,/wiki/Evold_Oskar_Alexander_Kuhlefelt
i-VFEu1HLKJix9SRhuJxAViZ,/wiki/Alexander_Wilhelm_Lagerborg
i-Am5M117G1VX7yJjQ9Nirc2,/wiki/Robert_Lagerborg
i-Uwd3FhczWxUpR2LEVAi2TD,/wiki/Cla%C3%ABs_Gabriel_Nordenheim
i-HNBK5iuuktDMrLNsc3ftSQ,/wiki/Nils_Karl_Nordenski%C3%B6ld
i-X34gja94d5HVzrAjCKC3Ve,/wiki/Karl_Johan_Oskar_von_Numers
i-54SfkVromhfR9VDTNCqXJe,/wiki/Christian_Theodor_Oker-Blom
i-Ru1jMpqP9G8A3wM3W5Ufdk,/wiki/N._H._Pinello
i-UQGJ6dJZneUpxkDhyzDuCy,/wiki/Adolf_Theodor_Rosenbr%C3%B6ijer
i-LEp8fNXd1AnZzt4ZAiZeos,/wiki/Knut_Emil_von_Schantz
i-Fd7mqD67aGjCuWx3jSHA1C,/wiki/Karl_Lorenz_Adalbert_von_Schoultz
i-4X7F9gkd9knr8n7ZKuTEt9,/wiki/J._V._Snellman
i-PGPnV8fzHG46P1xAtDeX6J,/wiki/Henrik_Johan_Standertskj%C3%B6ld
i-CmC4bc6fLeNXZGLuA7s28T,/wiki/Carl_Edvard_Stjernvall
i-CHi1dmNTtAJXTkRBi7jcFv,/wiki/Magnus_Fredrik_Tandefelt
i-VuLqeb3wtSmZj2UyzG5TGX,/wiki/Fredrik_Wilhelm_Thesleff
i-9NbuRgUjosumWbUFQEtRjx,/wiki/Samuel_Werner_von_Troil
i-5chqYNa8CF7yt72TUGFTui,/wiki/Knut_Uno_Axel_Samuel_von_Troil
i-Bc9VryKJgRdQ9o8WmNiP9u,/wiki/August_T%C3%B6rnqvist
i-b3i8w9R8L3RFku1ZCrxgn,/wiki/Alexander_Edvard_von_Wendt
i-6GNwMk6f9pw7tuuwdRfG1j,/wiki/Henrik_August_Wrede
i-XypnSwDxdz4tfuaeSVg3Yy,/wiki/Antti_Ahvenainen
i-VethMAkStv2TxN6zR2A8eZ,/wiki/Theodor_Aschan
i-DSe7Sukmush1y9amrLd4oZ,/wiki/Matti_Auvinen
i-BomaSmZdrkS9SfScDXqfPA,/wiki/Karl_Johan_Bonde
i-FNBvWxdPvjyrGH1Qc1aAer,/wiki/Adolf_Cav%C3%A9n
i-7JJadmn45jdfgAdP5VFGAs,/wiki/Juho_Foudila
i-7Wbnu64RFrVsQS3wmgmxW5,/wiki/Kustaa_Haali
i-DtHXRURSTfEvE52xc9jSoZ,/wiki/Heikki_Hakulinen
i-14fxkLqzdcadwNTzSJwBCv,/wiki/Pekka_Hakulinen
i-XWhq9o5CBki3q9KV9bMo8M,/wiki/Iisakki_Hannuksela
i-Xh6wcQRwoXZhyJtJuX4okd,/wiki/Jaakko_Hartonen
i-MZsPVQ9dMC8ZHTgrVyD83w,/wiki/Olli_Helander
i-PYWvB334yLWEhtwkxgXUPF,/wiki/Iisakki_Holmi
i-GsoLcP1UNjtUTBtjxzkkTU,/wiki/Kustaa_Huostila
i-U5VP3ZVVSyQZXzf9UspkVr,/wiki/Anders_H%C3%A4ggstr%C3%B6m
i-QaTCTm7zbJdPwtSKAQ6xKM,/wiki/Juho_Ikkala
i-8YeEziuDQVwm1GvFzc77Wq,/wiki/Simo_Joutsiniemi
i-R9GysjTqcGUJdiX7U42BXP,/wiki/Mikko_Karjalahti
i-4CppSWoBCwEztjhtLaZxaR,/wiki/David_Knuutinen
i-Wjj5ppkYCuFJumysgbMA3b,/wiki/Sakari_Koli
i-3nP1SqRS5aPNvyXZiEeovy,/wiki/Matti_Koponen_(valtiop%C3%A4iv%C3%A4mies)
i-DiMeNaDKYnSXKLwHBuNkPP,/wiki/Elias_Krook
i-Jkc5ktRXt2iR8dWw9vqMPx,/wiki/Juho_Kylm%C3%A4l%C3%A4
i-7rB9HBMPLd2PwDYtZ2ti9E,/wiki/Kaarle_Lang%C3%A9n-Laurila
i-26xiTcnRwiSfZaD1uCoG3H,/wiki/Martti_Levonen
i-DyCDPVnVqVgNVuzhR7c5yC,/wiki/Axel_Gabriel_Lindgren
i-NVyXtQG4ngA5GXmvPaY9YJ,/wiki/Olli_Mustonen_(valtiop%C3%A4iv%C3%A4mies)
i-rhHTJ52pXmZ9omCrcdBeB,/wiki/Kaarle_Muttilainen
i-KBCagWSiK98RhZVcSmviyM,/wiki/Aukusti_M%C3%A4kipeska
i-3wbkcRH6vFcWFCrAj2yuYD,/wiki/Lauri_M%C3%A4%C3%A4tt%C3%A4
i-NKaswFdK23mmSjbg8MMacH,/wiki/Juho_Nikkarla
i-KuQLHkqt3cejKTyvvNYzpK,/wiki/Anders_Nordling
i-SruNgxePrM2C8QjDrT3xNt,/wiki/Adolf_Nousiainen
i-FQGo7QA6JPdubg7BeeeYGF,/wiki/Erik_Nyg%C3%A5rd
i-XKTuoFdsf9eemAkMBbdAd2,/wiki/Paavo_Nyk%C3%A4nen
i-QvZND5bsUMbLd5okrAcPB4,/wiki/Vihtori_Penttil%C3%A4
i-LszmzSyrMUQRmpWjdTrzZk,/wiki/Juho_Poutiainen
i-Jpuf6uwWSfZ9YPNHDMSrMt,/wiki/Johan_Punderus
i-J8C9bmCMAhFzRdviTnCDsy,/wiki/Gustaf_Adolf_Qwarnstr%C3%B6m
i-JB2EsLBcC9n5Td2DE3r77T,/wiki/Matti_Reinikkala
i-6suuzHSQU6bgefM53wxoHs,/wiki/Juho_Riihim%C3%A4ki
i-EeTFbyDUFF9QtjjBFNtDQF,/wiki/Johan_Erik_Rosenberg
i-6hEw8csrknSfpmAmqBBvBK,/wiki/Petter_Sihvonen
i-ER5P4AeGQU1UhNg4KSuGfA,/wiki/Taavetti_Suo-Anttila
i-9TQo34sR4SsRuzb8rTTykD,/wiki/Yrj%C3%B6_Adolf_Taskinen
i-5Q2w5YAnQMjbk4mGw6uPBA,/wiki/Pekka_Tiainen_(valtiop%C3%A4iv%C3%A4mies)
i-n6a7VyEhiNLSYpPQaXePD,/wiki/Aatami_Tiilikainen
i-Hu2e8ZPjtEELuyw3zphhJJ,/wiki/Jonas_Vitikkala
i-4VKJZeErGTDM8EF8mkdp7N,/wiki/Kaarle_W%C3%A4rri
i-KS7S4UcDzhQZZapbE1UVxh,/wiki/Heikki_Ylinen
i-SYnSDfibYZd7vBXM2DWy6m,/wiki/Frans_Ludvig_Schauman
i-EfMifumtJPzU8j2xQd3Y47,/wiki/Johan_Kristian_Lamp%C3%A9n
i-FfVRGMNn5KRqwAWb2KstnH,/wiki/Frans_Wilhelm_Gustaf_Hjelt
i-UUFQ5w6CUWXPKeDW8gRVf7,/wiki/Elias_Malakias_Rosengren
i-59ANsridheA6559gfvqb6H,/wiki/Herman_Hell%C3%A9n
i-2aAsQDaQzvviNLiHAqhh6S,/wiki/Nils_Jakob_Juselius
i-MejDXzf7f7w3bWanLQKrgB,/wiki/Josef_Gr%C3%B6nberg
i-BGmnCwGAP9Zt7Yd8H5Wx92,/wiki/Gabriel_Geitlin
i-AeYQdyFLwTn8ciBYDRNroB,/wiki/Alfred_Brynolf_Roos
i-BnZAQWKX1K6S8Qb5ikFP38,/wiki/Otto_Vilhelm_Ehrstr%C3%B6m
i-GTNmQx5yoS1Ns36CUbTJS5,/wiki/Henrik_Heikel
i-GWf6xVqXjhgG51RMmFS2pe,/wiki/Olof_Henrik_Helander
i-KM5zW4VUqMnFTF1EiyLAR9,/wiki/Alexander_Ferdinand_Borenius
i-DWiyp39c5DMfpZq6cMdmVh,/wiki/Johan_Matias_Hackzell
i-1YXQKL3Er4LUeCEH813T9,/wiki/Frans_Arvid_Snellman
i-Lk8xzvhSG9RJUN6BeTB6mi,/wiki/Axel_Fredrik_Granfelt
i-CisiTZA8jBe6U9YcQPijf8,/wiki/Matias_Putkonen
i-EKkrnXvuHxMMnTwjDb4imw,/wiki/Adolf_Fredrik_Sir%C3%A9n
i-RLwFsttUZJapjD32D16Mxd,/wiki/Magnus_Erik_Alopaeus
i-Er4VowqzqJZ3N91FX97xSr,/wiki/Otto_Ferdinand_Hofdahl
i-4QdpXawiN5ExRxSEBRW6BN,/wiki/Aron_Gustaf_Borg
i-PYevqfZGZ2L2kAxK5yJAg8,/wiki/Johan_B%C3%A4ckwall
i-LYpQPnAEvBHwxddcikgnNW,/wiki/Erik_Johan_Andelin
i-EWF5w6W7mNczUrPXBtTG1i,/wiki/Zachris_Castr%C3%A9n_(1817%E2%80%931868)
i-Vta7BDiM8BB6Zkf1iBczRE,/wiki/Julius_Immanuel_Bergh
i-QVrcwFYjcxwn93KdWmPBk3,/wiki/Johan_Viktor_Johnsson
i-Lw36bGs76KQaSTfdhJeosz,/wiki/Antti_Ahlstr%C3%B6m
i-EkbZcKC1cxicmSNQdsofep,/wiki/August_Bade
i-Lch3o2YJ8cMMwJUB46sQcL,/wiki/Karl_Gustaf_Berg
i-X34Zne89V23zWXu6gQymw6,/wiki/Karl_Johan_Alfred_Bj%C3%B6rkst%C3%A9n
i-EdapCdTq9Y7JEMnMSf5nWS,/wiki/Sune_Birger_Johan_af_Bj%C3%B6rkesten
i-9sKLrfez1BQeoAsquLZ5Zh,/wiki/Johan_Leonard_Borgstr%C3%B6m
i-EqxJvEcFn3pmNPchjvzb9a,/wiki/Karl_Johan_Bostr%C3%B6m
i-AZxxB54asACcX6sEP5PAsm,/wiki/Ernst_Albert_Gustaf_Brander
i-mqFQ18ES1erLNMqHvDjc5,/wiki/Anders_Herman_Chydenius
i-yGjMXojJJYe9shNXsrD3N,/wiki/Robert_Ek
i-Hsgr383t4iizpwWFP77NxX,/wiki/Karl_Fabritius
i-BrKJnQtih3hhFEfYd26FMg,/wiki/Hugo_Ferdinand_Forss
i-5WuVXuwKbML14xudb51yD9,/wiki/Alexander_Reinhold_Frey
i-M8GjBiWjFex38AaKPzEaZj,/wiki/Julius_Fredrik_Gadd
i-MJwirdyVsfeQa46rvEQmu8,/wiki/Lars_Johan_Hammar%C3%A9n
i-J5WH196kdgSnwBG62938mv,/wiki/August_Vilhelm_Helsingius
i-EKgsdWUKkNjoMZSd54c91Q,/wiki/Herman_Peter_H%C3%B6ckert
i-98bUS6KbiDMJMtzt7fuK1Z,/wiki/K._E._F._Ignatius
i-VbijbarJj8Cbtn5pJgYV5x,/wiki/August_Fredrik_Jansson
i-66ymQwCreeuuTbu7QJYwGA,/wiki/Lars_Thiodolf_Krogius
i-TMtBCHpVArrzqFRZ7UamYA,/wiki/Joachim_Kurt%C3%A9n
i-Mz9aBz5SdW9X6Q9PVDD5SJ,/wiki/Adolf_Fredrik_Liljeros
i-DGGHbV8Jc5iYsn2a5HmaYT,/wiki/Abdon_Alfred_Fredrik_Lindberg
i-TeVreJTGDQcrpSivfqbBtE,/wiki/Lorenz_Lindel%C3%B6f
i-9TfojbbARyc5sts1fzmS22,/wiki/Gabriel_Johan_Masalin
i-QtRE4wiVPvYZD95obdru7G,/wiki/Frans_Edvard_Molander
i-G6WXvp4m8PJWEz8kHykewM,/wiki/Fredrik_Nybom
i-Jr2SFQgBkXgyjAF3xM224e,/wiki/Karl_Woldemar_Nyst%C3%A9n
i-QC5Cyy3W7sCFLULXRbi4Rm,/wiki/Johan_Alfred_Nyst%C3%A9n
i-HgEbezgGdxazEcJNm1Kus4,/wiki/Lars_Berndt_Olsoni
i-VBL3djAMpwMaHec7e4MQ7J,/wiki/Fredrik_Vilhelm_Procop%C3%A9
i-9vuvSe6iaLrwXwh2hAz1V6,/wiki/Robert_Rissanen
i-7jLpb1DTcomASwUADLnGHQ,/wiki/Carl_Gustaf_Sanmark
i-C7gacFwYKBuChyxT82r3YD,/wiki/Albert_Oskar_Snellman
i-RqAPAC7S2CX7e35kDsECyi,/wiki/Adolf_Albin_Sopanen
i-9o6BZDKt1PPEyqAU5GBdFF,/wiki/Frans_August_T%C3%B6rnroth
i-FdRKYW6mapQK8J9mxSmBVd,/wiki/Gustaf_T%C3%B6rnudd
i-QEfPLQGwwVw7e6SHKhBgS7,/wiki/Georg_Wallgren
i-MXYA6mu4YEKfDVYKu42SUN,/wiki/Carl_Eugen_%C3%85berg
i-n3GLRgqXQXNFmkzaGwSPW,/wiki/Viktor_Wilhelm_%C3%96hberg
i-6G56mBx8y9Bfr5Rh3Rq66j,/wiki/Johan_Fredrik_Aminoff_(1847%E2%80%931892)
i-TvLg6gRhrHwFWkKK9i4FYA,/wiki/Torsten_Johan_Aminoff
i-FdRfUaAkk5CYpd9Du8pbGa,/wiki/Kasten_Antell
i-ByV3q8UYJxZUcqKajsXRpC,/wiki/Mauritz_Wladimir_Armfelt
i-URXcmK1gDqhAUAqzy1YSPi,/wiki/Adolf_von_Becker
i-Uz9hQVsckk2g776TVJEiWa,/wiki/Edvard_Bergenheim_(insin%C3%B6%C3%B6ri)
i-REsb3HRKixELb2Qs7KmBoM,/wiki/Axel_Bj%C3%B6rkenheim
i-8nqjfZLHyegX2pFxRfwsvf,/wiki/Karl_Emil_Bl%C3%A5field
i-9FZDduUZPKfxMMbkLVwAqa,/wiki/Karl_Anders_Herman_Boije_af_Genn%C3%A4s
i-AYiV7HbSDVG5jNgjNsg7Z8,/wiki/Alfred_Oskar_von_Bonsdorff
i-GjXymzvmVbXvMvSnsXEVDh,/wiki/Hjalmar_Erik_Gabriel_von_Bonsdorff
i-L9kZxLhWCuQyLqDdMjfmwo,/wiki/Viktor_Magnus_von_Born
i-Co9zWb9dbmqdAqR9Ai1MMM,/wiki/Karl_Gustaf_Brakel
i-Xw1T5NcqeumcR7hAjDjZLF,/wiki/Reinhold_Brix_von_B%C3%B6ningh
i-NDu3XB3xk3uT4c2LFvLbZz,/wiki/Axel_Fredrik_Nikolaus_Cedercreutz
i-Hfckxq71YhMkaNT4Y6ZYF7,/wiki/Claes_Leonard_de_la_Chapelle
i-QYn16ak5qeRq4d9Vrw4qd4,/wiki/Gustaf_Robert_Alfred_Charpentier
i-MZjGSV6EaQrvUyQv5EbDi,/wiki/Alexander_Cronhjelm
i-C2YSDtx3p1JrB819QRiS7w,/wiki/Johan_Frans_Andreas_Galindo
i-L1KJ3WtZLgoZjfPp7unfjv,/wiki/Gustaf_Georg_Waldemar_von_Essen
i-EgiNvPcaifKheMGDbyyqWE,/wiki/Edvard_Gustaf_af_Forselles
i-QWtmceu5tuL6iNKSbdGPzi,/wiki/Carl_Fredrik_Forsman
i-DnR1jYzy4qjog5h4eX5Ap,/wiki/Frans_von_Frenckell
i-8JRHeBzG9FhLBAfHWFdMKQ,/wiki/Johan_Carl_Emil_af_Frosterus
i-CN9ba2YkypvRWcT57zJXWv,/wiki/Elis_Furuhjelm
i-JLhdLsZs2MNDSATAo2JvYL,/wiki/Knut_Furuhjelm
i-NY2vEoe4HTkpb5bQ9ByBgQ,/wiki/Johannes_Gripenberg
i-8WEAdEX6W6PSz4dVAB2q1x,/wiki/Nils_Grotenfelt_(maanviljelysneuvos)
i-CCNrmbC6eeG1mBia8WfLFy,/wiki/Karl_von_Guvenius
i-YEt1xaoG7yy8dMtmmaDBsM,/wiki/Berndt_Adolf_Gr%C3%B6nhagen
i-DDHcpPqCSSHpgWZ2afLyzG,/wiki/Alfred_Michael_von_Haartman
i-EQvj9fL5osnqMNoPpVA6wE,/wiki/Wilhelm_Hackman
i-V4C4SLqoHKpdVigS9jN6JV,/wiki/Robert_Reinhold_August_Hedenberg
i-JqpXh8xNJT9XiVtd4V9P5F,/wiki/Wolmar_af_Heurlin
i-T7obg2BNJjQHgCfqJQDHo3,/wiki/Gustaf_Richard_Idestam
i-RZrdQe9EF8epc2oUiYctkq,/wiki/Johan_Albert_Edvard_von_Julin
i-9Fj91ko5X9A2V9Yf4tWMNm,/wiki/Alexander_J%C3%A4rnefelt
i-474HvpA1ND4LbhnYkvxiwU,/wiki/Hjalmar_Lagerborg
i-TUXNt96MoMXQnU5GkAysCA,/wiki/Lars_Henrik_Gustaf_Langenskj%C3%B6ld
i-BM1QN3ZJ5FqkktH9JwVhGK,/wiki/Leo_Mechelin
i-8R39Rs6JwoiEqL1LjiujJ,/wiki/Axel_Gustaf_Mellin_(1843%E2%80%931884)
i-AqV62fLqiqwcHy4Bm1fTdb,/wiki/Julius_Adalbert_Joakim_von_Minkwitz
i-LZXLoYezcMtCGAhcNkmmmM,/wiki/Nikolai_Adolf_Reinhold_Munck
i-QSofAA7uWWcxZqxLFXBh9g,/wiki/Anders_Georg_Emil_Munsterhjelm
i-ynpFoT6aL9fCNEXJQNnuy,/wiki/E._G._Palm%C3%A9n
i-RmokoW7hqqBTHEKbGg3DNm,/wiki/Johan_Philip_Palm%C3%A9n
i-Sqa5GC1t2uBEPmCRzkYfks,/wiki/Julius_Dominicus_Pinello
i-6wx4tZs3L9ZDfftTDUg18n,/wiki/Lars_Knut_Prytz
i-Qwef1SgV2CKvjcNDkxWaLb,/wiki/Arthur_Rickhard_Ramsay
i-ME6jgSLdkwbzPDF9maty1N,/wiki/Karl_Gotthard_Werner_von_Rehausen
i-Atxa2Kx8Acoj72bWbshGTU,/wiki/Thiodolf_Rein
i-GeJxU77Pyh8PJuj4uFsHY6,/wiki/Gustaf_Fredrik_Rotkirch_(1848%E2%80%931918)
i-KJ7UGZkiLr2SVvK6VAmww7,/wiki/Fabian_Wilhelm_von_Schantz
i-F5fPeiDWjze3RMUqb48JRf,/wiki/Karl_Frans_Johan_Schauman
i-KMybxddpRTDXE79ZmgAnee,/wiki/Hjalmar_Schildt
i-F9jojaLUQpfPMBudiTYBw,/wiki/Karl_Fredrik_Sebastian_von_Schoultz
i-JYnNDW4szXXVGYP1Ve2Bqg,/wiki/Hugo_af_Schult%C3%A9n
i-CqTKzpVB1Ea1CPnfyEN8TZ,/wiki/Claes_Samuel_Segerstr%C3%A5le
i-4RJVSLcF3nMJU7eedc7PSH,/wiki/Carl_Silfverhjelm
i-95QdUoEJ7M1gg4Cy6d3QMx,/wiki/Johan_Ludvig_Snellman
i-FxU6UzwNGq6us5QcQFzcHh,/wiki/Karl_Gustaf_Sp%C3%A5re
i-2xD73P53y2xgGBX4mgMEoj,/wiki/Henrik_Carl_Gustaf_August_Standertskj%C3%B6ld
i-6fQyo3ybLpsQGfLE4vh9wB,/wiki/Alexis_Fredrik_Stewen-Steinheil
i-KuRhzNsx46gnkh5bRQzgZF,/wiki/Fredrik_Stjernvall_(senaattori)
i-L2dfSVdC9KhQSTQd28TwV2,/wiki/Axel_Gabriel_Wilhelm_Tawaststjerna
i-EkroDQ9EYje8n1rq9iKMkY,/wiki/G%C3%B6sta_von_Troil
i-8MTQrw9VruuDfFMpCcRgfk,/wiki/Johan_Olof_Reinhold_von_T%C3%B6rne
i-73c2jZTBUrw8zLaqiXUvcc,/wiki/Karl_Johan_Vilhelm_Wadenstjerna
i-5sfdpqYSfApKoQTFVJRDdT,/wiki/Alfred_Edgar_Wasastjerna
i-Pcaa9EgdyNW1ATcp1he7Tu,/wiki/Evert_Wasastjerna
i-VuFXik3an1WSAwvRAZq3C7,/wiki/Fredrik_Willehad_von_Wendt
i-P2TB7uqML45WSXmGGyBpbS,/wiki/Reinhold_Robert_von_Willebrand
i-2hD21qWp9K67tPki4xh6zX,/wiki/R._A._Wrede
i-DMkWg2gYcX75t4EbByUoqv,/wiki/Rabbe_Wladimir_Wrede
i-466ra1n3Tbh4r8eTuNGkPY,/wiki/Fredrik_Nikolai_Onni_Theodor_von_Zansen
i-KLfq6uJD2dXER75p7KmAih,/wiki/Juhana_Heikki_Ala-Hanho
i-Pwjr6vGBf5sGMw2BtNjBMH,/wiki/Edvin_Avellan
i-EmqNER47i1Nu1rJadKyiQw,/wiki/Daniel_Edvard_Duncker
i-UuNpejz63DNoacNWFAFjXE,/wiki/Gustaf_Viktor_Eklund
i-X9eEjh4Va2BNBd1gCaYmjx,/wiki/Nils_Anders_Gadolin
i-GtHU82sNyMBmYF9LF32Xqb,/wiki/Niilo_Aleksander_Grundstr%C3%B6m
i-WVKwwkZcuPEpz3Brz94buW,/wiki/Heikki_Hannikainen_(valtiop%C3%A4iv%C3%A4mies)
i-E78eJvBU44BnbTEwUNPTah,/wiki/Karl_Hannus
i-9aDbyMZb3HGMW7gsFNVDFf,/wiki/Heikki_Hassinen
i-SkKUXsPiaabPiKXqGWU5WM,/wiki/Kaarle_Kustaa_Hegerstr%C3%B6m
i-HUvuQRnpDN1nYgahrKQD5D,/wiki/Berndt_Emil_Hollm%C3%A9rus
i-7K1R7onuVdgtGFopJAhfsE,/wiki/Tuomas_Heikki_H%C3%A4rk%C3%B6nen
i-BErjhp3tUnzeux36oFRArJ,/wiki/Aapeli_H%C3%A4yrinen
i-UcisgbwAvcKxuWVnXtfHbW,/wiki/Juhana_Id%C3%A4np%C3%A4%C3%A4n-Heikkil%C3%A4
i-NAuZTui4bievWP5oqZC398,/wiki/Elias_Illi
i-9ke1vqyxGLfkocb4LBaBab,/wiki/Heikki_Jaatinen
i-88G2sF2D3mAUmxa3DguhUn,/wiki/Tahvo_Jaatinen
i-rtS2zvMx1CcSvtyFjApXZ,/wiki/Juhana_Samuel_Junttila
i-RtZYJRUio7AUd7ime4k5jZ,/wiki/Abel_J%C3%A4ntti
i-JJwVm2LBGhA6k7954SE3XD,/wiki/Karl_August_Karlstedt
i-X1nJ4shXTnndLogA9D39Dh,/wiki/Israel_Karvosenoja
i-YKh2D6esz3YFMqvWKxgbLV,/wiki/Lauri_Ker%C3%A4nen_(valtiop%C3%A4iv%C3%A4mies)
i-5mY11xX6ZMjUz2PaHbNRcE,/wiki/Niilo_Kosonen
i-RpVDw6iitmizfBXkZBCRJA,/wiki/Tuomas_Kuisma
i-HCsDZ4jw1CfzTFHQ59MHas,/wiki/Antti_Laari
i-VnH4zjf69L3FmLnnG2A94f,/wiki/Gustaf_Wilhelm_Liukkonen
i-LCk7nVEL2LauAF4kV4yAdD,/wiki/August_Malm
i-TPLLng6ovQtEFTALxn8PZa,/wiki/Agathon_Meurman
i-9thAhg8ZLGWJfcGpsVfS2n,/wiki/Matti_Montonen
i-FGZtsFCfw113CzEnLXSp3t,/wiki/Jaakko_Myllyl%C3%A4_(valtiop%C3%A4iv%C3%A4mies)
i-7bYbzEpoHYojLQLfN2b2aa,/wiki/Anton_M%C3%A4kel%C3%A4_(valtiop%C3%A4iv%C3%A4mies)
i-2Nv6cX45TaPfoUjwp4kCNm,/wiki/Enok_Nohteri
i-W4ibMT8ydrvyppRBYphuZ,/wiki/Paavo_Nyr%C3%B6nen
i-4JaESVZ7PJrEMEm1tSderF,/wiki/Leander_Olofsson
i-HCzKggNUcwH4QKEnXcArFk,/wiki/Jaakko_Pahkamaa
i-WEZivZLhRSkR9TTeHZq7E2,/wiki/Juho_Pernu
i-MJFSJa1aXzYnXn8PW7NoCX,/wiki/Viktor_Raipala
i-VdydETaWU2BpZVHpNTDKnE,/wiki/Robert_Rannikko
i-Cc5prx5Y6fGy4RZqhPRyiV,/wiki/Wasilei_Ratinen
i-JLC3dWijsXJedeNJ5t2xMn,/wiki/Juhana_Sivenius-Sipil%C3%A4
i-BhMbzimeFJ3hWrFCA46k9Y,/wiki/Erik_Johan_Str%C3%A5hle
i-7F4xdWsmn5h2gsuep9xE2v,/wiki/Zefanias_Suutarla
i-2M9Q96JhxJvPjW2FZPFTCY,/wiki/Anders_Svedberg
i-CoMYVcvAbrFUkcyuiLmjQG,/wiki/Juhana_Petter_Valkola
i-QBzR9quZuLUvCqxCppFswG,/wiki/Juhana_Yl%C3%B6nen
i-81Zkpqx4nbx5hBdZktoW1S,/wiki/Torsten_Thure_Renvall
i-VD9ZzJneAntKWjMSaVZzUN,/wiki/Antero_Warelius
i-PtuyxaDFzQJ2vXUDYSKW5C,/wiki/Anders_Oskar_T%C3%B6rnudd
i-ADo3dxzyboJHdTWQddKbDD,/wiki/Frans_Henrik_Bergroth
i-RhBRSkx9yQCaJTuJXtgxWb,/wiki/Gustaf_Dahlberg
i-AyjRaKbfynRtsDXw51CRKR,/wiki/Karl_Fredrik_%C3%96ller
i-65PsEP61dd8KH7gyeVHWxs,/wiki/Jakob_Henrik_Roos
i-2pD791VLsqhv5WJ2JcdDCs,/wiki/Karl_Emil_Stenb%C3%A4ck
i-89jFrq7FjBEeRhr9LtLkMw,/wiki/Viktor_Laurentius_Helander
i-VeJcY7HKzWYk4AsDj8GPyn,/wiki/Anders_Johan_Hornborg
i-WZrjaFeP6M4ENU12xLztDg,/wiki/Fredrik_Vilhelm_Fredrikson
