person_id,wiki_id,name,is_primary
i-PJieNR5tUWvJeBkxF7Dr9F,Q106272574,Fredrik Jansson,true
i-PJieNR5tUWvJeBkxF7Dr9F,Q106272574,Axel Fredrik Salomon Jansson,false
i-J8B16Dk9GrSwVz9Qn7hcF8,Q106272576,Carl Johan Sundman,true
i-PVaivFSAuPU2ijJgx7Qfen,Q106272578,Mikael Lindén,true
i-PVaivFSAuPU2ijJgx7Qfen,Q106272578,Frans Mikael Lindén,false
i-UWUL9KSiGnCtXiXG4xP4QR,Q106309485,Juho Aatami Pelkonen,true
i-UWUL9KSiGnCtXiXG4xP4QR,Q106309485,Johannes Aatami Pelkonen,false
i-8nkrbX44tFwdeyta5p3M66,Q106309490,Axel Grönlund,true
i-8nkrbX44tFwdeyta5p3M66,Q106309490,Karl Axel Wilhelm Grönlund,false
i-Ni7ZXhkyXJkTLKyP27EfJg,Q106309495,Albert Lindh,true
i-Ni7ZXhkyXJkTLKyP27EfJg,Q106309495,Johan Albert Lindh,false
i-QCMogBudzNTMKFVRyUTu7u,Q106309501,Johan Fredrik Kerttula,true
i-JLVEWZVW7vdzY5LFjxXNt5,Q106319464,Zachris Valmari,true
i-JLVEWZVW7vdzY5LFjxXNt5,Q106319464,Zachris Walmari,false
i-KCCsfGqPw6fxcvH1WdRibJ,Q106319465,August Emil Konstantin Tötterman,true
i-SrGiafTSdSwpad4RB612Eg,Q106319466,Henrik Solin,true
i-Trxigum19383HjWaEM7WN1,Q106319470,Johan Wilhelm Samberg,true
i-PJNZ42wbWSKxA8Fx3hejJx,Q106319475,Herman Roschier,true
i-PJNZ42wbWSKxA8Fx3hejJx,Q106319475,Paul Herman Roschier,false
,Q106319479,Gösta Lindblom,true
,Q106319479,Gustaf Adolf Lindblom,false
i-9T67JZDMoYXjzwrS37CBea,Q106319482,Hjalmar Johan Gabriel Grahn,true
i-4TRQBc1LrNtRR6LsG2cKFz,Q106319489,Erik Wilhelm Savón,true
i-82D95bTd5ouR2R7mb688Ah,Q106319490,Erik Johan Savón,true
i-VkuiHGgLJdSKNMjCERptXT,Q106319495,Frans Henrik Malin,true
i-EkuqrxiDLYkN7w8kVEcEKx,Q106319501,Axel Holmberg,true
i-EkuqrxiDLYkN7w8kVEcEKx,Q106319501,Axel Fredrik Holmberg,false
i-2JpLXsMwopWLZqb1nASqEs,Q106319506,Atle Genetz,true
i-2JpLXsMwopWLZqb1nASqEs,Q106319506,Atle Karl Gustaf Genetz,false
i-2JpLXsMwopWLZqb1nASqEs,Q106319506,Atle Karl Gustaf Willian Genetz,false
i-4prFPBEjPh1Dck1Z3hBCHK,Q106319509,Konrad Dahlström,true
i-4prFPBEjPh1Dck1Z3hBCHK,Q106319509,Konrad William Dahlström,false
i-FiibtiyGJPryBr7nBGLj5b,Q106319511,Axel Cronvall,true
i-FiibtiyGJPryBr7nBGLj5b,Q106319511,Axel Magnus Adrian Cronvall,false
i-6mPTi6W3Yx2xNN2gsPwhPU,Q106323440,Juhana Kinttala,true
i-tGWEqay9jMPreNU8uYRU4,Q106323442,Simo Ylinen,true
i-ES944pFdPUxvHzos99jxZJ,Q106323444,Erik Isotalo,true
i-Mdt7zZSbuqudjxnT1UcWMu,Q106323445,Johan Schulin,true
i-MNyNttGEs2xVMSxNfSviJD,Q106323467,Matti Retula,true
i-KvfDtT3CDx7CE8XmxRCDRi,Q106323474,Matti Ikonen,true
i-X5W1rrN1xx2w7oSS9xukaA,Q106323476,Juho Kaksola,true
i-X5W1rrN1xx2w7oSS9xukaA,Q106323476,Juhana Kaksola,false
i-X5W1rrN1xx2w7oSS9xukaA,Q106323476,Juhana Rolig-Kaksola,false
i-4kXkdxF3rVbxcCs8VoMdhA,Q106323478,Kustaa Vilhelm Karhu,true
i-R9GysjTqcGUJdiX7U42BXP,Q106323479,Mikko Karjalahti,true
i-6TCZkDoXEcR3Vy4Jn85179,Q106323484,Martti Kiuru,true
,Q106323485,Oskar Kiviranta,true
,Q106323485,Oskar Kivi,false
,Q106323485,Oskar Maunula,false
i-KVhhqWgv5athrCNYRVhUH5,Q106323486,Juho Klami,true
i-4CppSWoBCwEztjhtLaZxaR,Q106323487,David Knuutinen,true
i-P1yFwRyuDa5Fsq2kN6tcBh,Q106323488,Urbanus Koistinen,true
,Q106323491,Juho Koivisto,true
,Q106323492,Juho Koivisto,true
i-8eQY6NvFD14t75dYaVoyx,Q106323494,Juhana Koponen,true
i-HL3yrDjwhm33a2RNeSZtne,Q106323495,Juhana Korhonen,true
i-CUH1897dUXkF8BmavDD7AX,Q106323496,Aleksi Korvenranta,true
i-YLK9ngJ3Hy7jbZ3cQDQ5eC,Q106323510,Matti Haapala,true
i-HthP1vw6jGWu3H5SEMkYN1,Q106323516,Mikko Helenius,true
i-7rB9HBMPLd2PwDYtZ2ti9E,Q106323596,Kaarle Langén-Laurila,true
i-QEY8yLYiTTD8YcFBZFzwF5,Q106323598,Matti Leino,true
i-TxHTtFi8LDbM7cE3BQoWbp,Q106323599,August Kristian Lemström,true
,Q106323600,Pekka Leppänen,true
i-26xiTcnRwiSfZaD1uCoG3H,Q106323601,Martti Levonen,true
i-BtKC4BiMQJZbVVYnLQwpf7,Q106323602,Iisakki Liimatainen,true
i-Figg8qYJUVdtKgrJaCVJ3y,Q106323603,Jarl August Reinhold Lindberg,true
i-2fdqTSk49fKzFFFCPWD78H,Q106323606,Carl Filip Lindfors,true
i-4BwLroNj7rxcFTDmwY5kn2,Q106323607,Juho Heikki Lauste,true
i-VdydETaWU2BpZVHpNTDKnE,Q106323608,Robert Rannikko,true
i-VdydETaWU2BpZVHpNTDKnE,Q106323608,Robert Edvin Rannikko,false
i-VdydETaWU2BpZVHpNTDKnE,Q106323608,Robert Lukander,false
i-MpYr5qap95o2iCMfyBRiYr,Q106323609,Juho Heikki Luoma,true
i-LCk7nVEL2LauAF4kV4yAdD,Q106323610,August Malm,true
i-LCk7nVEL2LauAF4kV4yAdD,Q106323610,August Reinhold Malm,false
i-9thAhg8ZLGWJfcGpsVfS2n,Q106323614,Matti Montonen,true
i-NVyXtQG4ngA5GXmvPaY9YJ,Q106323615,Olli Mustonen,true
,Q106323622,Pekka Kankaanrinta,true
i-SruNgxePrM2C8QjDrT3xNt,Q106323624,Adolf Nousiainen,true
i-FQGo7QA6JPdubg7BeeeYGF,Q106323625,Erik Nygård,true
i-VERhf75LTeyuyLzkXYFc3J,Q106323628,Kalle Oittinen,true
i-HCzKggNUcwH4QKEnXcArFk,Q106323629,Jaakko Pahkamaa,true
i-QvZND5bsUMbLd5okrAcPB4,Q106323634,Vihtori Penttilä,true
i-QvZND5bsUMbLd5okrAcPB4,Q106323634,Vihtori Penttila,false
,Q106323636,Kaarle Juhana Peräntie,true
,Q106323636,Kaarle Juhana Perantie,false
i-RLs3KN5zMfehHXGTrj8v3o,Q106323640,Kustaa Adolf Raitanen,true
i-Hu2e8ZPjtEELuyw3zphhJJ,Q106323645,Jonas Vitikkala,true
i-Kd8zusWUpTsYTGb1YUR4He,Q106323650,Aappo Walta,true
i-Kd8zusWUpTsYTGb1YUR4He,Q106323650,Abraham Lappeteläinen,false
i-Kd8zusWUpTsYTGb1YUR4He,Q106323650,Abraham Valta,false
i-5dPrEEkSz1FYJNh3fKxGLP,Q106323662,Johan Henrik Alkunen,true
i-P5yxBbcUYC7ESsTCmTiwPG,Q106323663,Oscar Wilhelm Andstén,true
i-2Ng5Yiz94qvSG22vZM58eP,Q106323713,Magnus Björklund,true
i-2Ng5Yiz94qvSG22vZM58eP,Q106323713,Magnus Bjorklund,false
i-2Ng5Yiz94qvSG22vZM58eP,Q106323713,Magnus Malcolm Björklund,false
i-Q5EydXH8qjLRMePzsPkUGU,Q106323718,Julius Emerik Jansson,true
i-9jtVjCnqH9JnweAna4Vvxn,Q106323719,Richard Labbart,true
i-9jtVjCnqH9JnweAna4Vvxn,Q106323719,Richard Mauritz Labbart,false
,Q106323722,Victor Magnus Rydman,true
i-DSET3vjnWX2zKq1Tg2WY8p,Q106323724,Viktor Bergman,true
i-DSET3vjnWX2zKq1Tg2WY8p,Q106323724,Karl Viktor Bergman,false
i-KQxKFWq81XxtmGUs1mvL4r,Q106342362,Juho Heikki Jokinen,true
i-YaBxVxSb356iXmkaP5o367,Q106342366,Johan Albert Kosk,true
i-E3msfxTo8TZ2VyeUTvXSUg,Q106342382,Taneli Kurkela,true
i-4VDyKAbfGyk5dYP2hRbCWd,Q106342386,Konstantin Lojander,true
i-4VDyKAbfGyk5dYP2hRbCWd,Q106342386,Konstantin Ludvig Lojander,false
i-UunQBxgJCJ91ySCNSRMCtw,Q106367950,Isak Oivanen,true
i-UunQBxgJCJ91ySCNSRMCtw,Q106367950,Isak Erland Oivanen,false
i-SZ16bZKoDB96Toq5hKxNqX,Q106367951,Simo Frithiof Parviainen,true
i-EucvstvmVvA33AJNrw2FH5,Q106481508,Lars August Sackleen,true
i-EucvstvmVvA33AJNrw2FH5,Q106481508,Ларс Август Саклен,false
i-GWGMuHZpB7JtXsedCoRVmg,Q106481509,Pehr Emil af Forselles,true
i-XZZYBmXAzVMnL5wScZ93RP,Q106490275,Victor Ludvig Alexander Falck,true
i-7Zm9aeNVo34bpWApDSSkmX,Q106543049,Alexander Aminoff,true
i-7Zm9aeNVo34bpWApDSSkmX,Q106543049,Александр Адольфович Аминов,false
i-7Zm9aeNVo34bpWApDSSkmX,Q106543049,"Аминов, Александр Адольфович",false
i-Jw2DmFYzCwcZKdAPeUKz7t,Q106613391,Otto Karl Hjalmar Schulman,true
i-Jw2DmFYzCwcZKdAPeUKz7t,Q106613391,Hjalmar Schulman,false
i-HWyWGu6Fv6nhg9UH8FNaf3,Q106613408,Oscar Johan Mechelin,true
,Q106613413,Axel Björkenheim,true
,Q106613413,Carl Axel Fredrik Björkenheim,false
i-Ksviw3T6GsJxfgx6Ggd119,Q106705866,Osma Alfred Schildt,true
i-6VyAJEjFPGqiGUkstGADAg,Q106705868,Frans Gustaf von Winther,true
i-9MiqEpsW88NKxRdhD585EG,Q106705870,Rabbe Gustaf Otto Wrede,true
i-2TmKiLYSqwWZHXSS1TZEeE,Q106766138,Herman Adlercreutz,true
i-LvcfwaY7wAS1Kma1uB6ek3,Q106766144,August von Willebrand,true
i-GqbRjbz9VGGWeqAzt5MnHd,Q106766146,Thorsten Brakel,true
i-M2RVvJD7jgP4UzUVxXoUL5,Q106766155,Hans Henrik Brummer,true
i-6D2GsjXreTSdsxx3MhRbND,Q106766158,Karl Wilhelm Bruncrona,true
i-DTCBRT9AaMKs7eLkCRmGkS,Q106766161,Arthur Reinhold von Essen,true
i-DTCBRT9AaMKs7eLkCRmGkS,Q106766161,Артур-Рейнгольд фон Эссен,false
i-BKn5P8moHXW7NGJY13Xq5b,Q106766166,Carl Rudolf Christer Schulman,true
i-FDszLxa7n18J7pGWoaPo61,Q106766167,Ernst Silfverhjelm,true
i-VCpCJj71NdM9emY6TEMzXG,Q106766171,Johan Axel Erik Silfverhjelm,true
i-M1dRDrHkNpb4p39e5pVUGD,Q106766173,Rudolf Waldemar Munsterhjelm,true
i-Ag2dXchos5RbVTmHNpsiNd,Q106766175,Adolf Constantin Mechelin,true
i-KuoWWMCGcGasD8NaD69C4c,Q106766179,Johan Wilhelm Brummer,true
i-6qhz6MNjaSJf4k4yzP7rko,Q106766182,Tom Hjalmar Carpelan,true
i-2ajE7JaFMbUYwaiy96tsv9,Q106766184,Hugo Edvard af Enehjelm,true
i-3XKSNQXdti9jfHeuCR5iY4,Q106766187,Carl Georg Estlander,true
i-Xj65dQxSdAb1LuPttC4ShV,Q106766188,Jakob Bernhard Estlander,true
i-LBgUfgHuPnnZdDar6ZUzhW,Q106773908,Carl Wilhelm Daniel von Fieandt,true
i-LBgUfgHuPnnZdDar6ZUzhW,Q106773908,Karl Wilhelm Daniel von Fieandt,false
i-2g556HzWNUiGYftBbkrC5Z,Q106773917,Carl Axel Birger af Forselles,true
i-2g556HzWNUiGYftBbkrC5Z,Q106773917,Карл Аксель аф Форселлес,false
i-AeAKY6FRuKvjWSGR8TKYMW,Q106773926,Gabriel Benjamin Cronstedt,true
i-SGZvu2gmDdnsbFXvehPV56,Q106773933,Emil Waldemar Cedercreutz,true
i-Wk2CGMXF9NZnSdq26M5ZN9,Q106773940,Gustaf Johan Reinhold Cedercreutz,true
i-Ra6DZsbiF1Qi4QsVYUsB4f,Q106773949,Carl Axel Gustaf von Christierson,true
i-2ZVFdKNgodWAvp9mUf7Ku6,Q106811961,Carl Anton Reinhold Ludvig Cronstedt,true
i-2ZVFdKNgodWAvp9mUf7Ku6,Q106811961,"Кронштедт, Карл Антонович",false
i-2Ss1PMTbudt7KdQFdTRFcG,Q106811973,Pehr Adolf Alf af Forselles,true
i-2Ss1PMTbudt7KdQFdTRFcG,Q106811973,Pehr Adolf af Forselles,false
i-GMfCWWEUuVeJEHKYgMeo6H,Q106811980,Charles Emil af Frosterus,true
i-GMfCWWEUuVeJEHKYgMeo6H,Q106811980,Ch. Em. Frosterus,false
i-HDS4uGheZUgKFGSypVuhj7,Q106811986,Elis Campbell Nicolas Furuhjelm,true
i-HDS4uGheZUgKFGSypVuhj7,Q106811986,Elis Campbell Nikolai Furuhjelm,false
i-AgCTsSPCdS4oz5dpEzWJuw,Q106811996,Claes Edvin Godenhjelm,true
i-AgCTsSPCdS4oz5dpEzWJuw,Q106811996,Claës Edvin Godenhjelm,false
i-AgCTsSPCdS4oz5dpEzWJuw,Q106811996,Klas Edvin Godenhjelm,false
i-KCWHHiMpyLd9LgBgzksu28,Q106812004,August Fredrik Granfelt,true
i-NBjMz9hr6symL5rEHweJfZ,Q106812011,Aarne Gripenberg,true
i-NBjMz9hr6symL5rEHweJfZ,Q106812011,Arne Gripenberg,false
i-C6EPxSGo8zoNw6eBd9AeNi,Q106812017,Tor Nils Adolf Grotenfelt,true
i-C6EPxSGo8zoNw6eBd9AeNi,Q106812017,Tor Grotenfelt,false
i-QyPgAFSeFwkAKAaSYDLYCy,Q106812031,Edvard Robert Ludvig Hedenberg,true
i-A2GaSvBy1gWZzs8Xge9ifx,Q106812042,Hugo Oskar Alexander Magnus von Heideman,true
i-G8yreya82bfWU9dcq1F8hx,Q106812047,Harald August af Hellén,true
i-Jb74Z384UveFVagrdpb7Gu,Q106812053,Ivar Theodor von Hellens,true
i-Rj2c8ipnAPEZ4wgVvsAFh2,Q106817325,Alexander Wilhelm af Heurlin,true
,Q106817420,Gustaf Emil af Hällström,true
i-LXEKkbJV1hNyAnsc347hp7,Q106817448,Nils Adolf Lindsay von Julin,true
i-JXJu1gWaQyBLga9dujyF2Y,Q106817475,Carl Georg Jägerhorn,true
i-rmZHPkqip2GdUg6wv32Cw,Q106879323,Gustaf Sigurd Gideon von Numers,true
i-rmZHPkqip2GdUg6wv32Cw,Q106879323,Gösta von Numers,false
,Q106888823,Reinhold Ernst Petter Jägerhorn,true
,Q106888823,Reinhold Jägerhorn,false
,Q106895983,Krister Robert Otto Edgar Jägerskiöld,true
,Q106895983,Krister Jägerskiöld,false
,Q106895983,Krister Robert Otto Edgard Jägerskiöld,false
,Q106896017,Ludvig Hisinger-Jägerskiöld,true
,Q106896017,Christer Ludvig Eduard Hisinger-Jägerskiöld,false
,Q106896017,Krister Ludvig Edvard Hisinger-Jägerskiöld,false
i-BZAwKB57hxWAxUW9igVcyV,Q106896031,Adolf Ferdinand von Konow,true
i-XFSBcMLXvFzb27PDUYFm4d,Q106896046,Johannes Alarik von Knorring,true
i-FnbEx9QPcybRj3CQyvdiaM,Q106906800,Alexander Gabriel Lagus,true
i-FnbEx9QPcybRj3CQyvdiaM,Q106906800,Aleksanteri Kaaprieli Lagus,false
i-6QaodWBmrEpquzk5z6vnMq,Q106906807,August Carl Adam Lagermarck,true
i-6QaodWBmrEpquzk5z6vnMq,Q106906807,August Carl Lagermarck,false
i-48YM2b9BJr2htyWEZfcwUL,Q106906810,Carl Otto Alexander Munck,true
i-NWfTGCDhbu3vNXABaUGgJX,Q106906815,Arthur Pippingsköld,true
i-6wx4tZs3L9ZDfftTDUg18n,Q106906821,Lars Knut Prytz,true
i-6wx4tZs3L9ZDfftTDUg18n,Q106906821,Ларс Кнут Притц,false
,Q106907163,Johan Pihlman,true
,Q106910213,Adolf Aminoff,true
i-XBaXvYuZryRzUve3CsdBVd,Q106919251,Jost Wilhelm Hugo von Qvanten,true
i-AMw8Mgy5XNirhXZx9dDqkZ,Q106919253,Ernst Viktor von Rehausen,true
i-F1sBJexePgLzems1trqV2A,Q106919282,Arvid Sanmark,true
i-5UumNNakiL8LoP3LGakghw,Q106932779,Constantin Runo Georg von Schoultz,true
i-5UumNNakiL8LoP3LGakghw,Q106932779,Konstantin Runo Georg von Schoultz,false
i-YBDQhZHegxy7S5wNs9ya1e,Q106932799,Arvid Michael af Schultén,true
i-YBDQhZHegxy7S5wNs9ya1e,Q106932799,Arvid Mikael af Schultén,false
,Q106932821,Johan Viktor Segerstråle,true
,Q106936586,Axel Johan Alfons Spåre,true
i-5Kur5pRwoDYFaCowM5g3qa,Q106936650,Viktor Nikolai Julius Thesleff,true
i-5Kur5pRwoDYFaCowM5g3qa,Q106936650,Victor Nicolai Julius Thesleff,false
i-5Kur5pRwoDYFaCowM5g3qa,Q106936650,Виктор Николаевич Теслев,false
i-NqCyztYxbvpx95V4SwQ6nX,Q106936698,Ivar August Wahren,true
i-Kb8kygLcTxaqvRSfa3xqV4,Q106945190,Evert Viktor Wasastjerna,true
i-Kb8kygLcTxaqvRSfa3xqV4,Q106945190,Evert Victor Wasastjerna,false
i-Coo61MAWDWCSEhiPZdqNyd,Q106945193,Uno Alfons Wasastjerna,true
i-F2TqnhZABMnKRLA6m3Wt9s,Q106967408,Georg von Willebrand,true
i-6C4mGB67MVbR8ENmP4bBSw,Q106967411,Carl Ragnar af Björkesten,true
i-6C4mGB67MVbR8ENmP4bBSw,Q106967411,Karl Ragnar af Björkesten,false
i-MujcqCg7h5ho8MapFbhqsZ,Q106967413,Birger Fredrik af Björkesten,true
i-AE2jQwCp42q2H3c7Yw4f16,Q106967415,Axel Waldemar af Björksten,true
i-AE2jQwCp42q2H3c7Yw4f16,Q106967415,Axel Valdemar af Björksten,false
i-PzVQ4YLaWeM7pNS6Ys5uUd,Q106967418,Gustaf Ivar Blåfield,true
i-PzVQ4YLaWeM7pNS6Ys5uUd,Q106967418,Gustav Ivar Blåfield,false
i-AJPQWcxL1eHvoEv1DVLV5Y,Q106967420,John Waldemar von Bonsdorff,true
i-W2pfNtUzJWuFavRakcdU7X,Q106967421,Gustaf Filip Creutz,true
i-6wcYti4M8dnHXbFDVXC9t9,Q106967426,Alexander Kasimir Ehrnrooth,true
i-6wcYti4M8dnHXbFDVXC9t9,Q106967426,Alexander Casimir Ehrnrooth,false
i-6wcYti4M8dnHXbFDVXC9t9,Q106967426,Sascha Ehrnrooth,false
i-6wcYti4M8dnHXbFDVXC9t9,Q106967426,"agronomist Aleksanteri Kasimir 'Kunnianjuuri', maanviljelysneuvos; lord of Terviikki manor, of Pakneesi, Lammi and",false
i-6wcYti4M8dnHXbFDVXC9t9,Q106967426,Александр Казимир Эрнрот,false
i-6wcYti4M8dnHXbFDVXC9t9,Q106967426,"Эрнрот, Александр Казимир",false
i-SzsXtoTJnMbV9EcXuXLoAy,Q106967465,Carl August Gabriel von Haartman,true
i-QqBB3xoTfxVdjYr5NQonYt,Q106967467,Lars Emil von Haartman,true
i-AqNCzZorQgts4d814jQzws,Q106967469,Magnus Mikael von Kothen,true
i-AqNCzZorQgts4d814jQzws,Q106967469,Magnus Michael von Kothen,false
i-U9xigf5EBj1snqzJ6rP55x,Q106967472,Karl Otto Reinhold Ladau,true
i-U9xigf5EBj1snqzJ6rP55x,Q106967472,Carl Otto Reinhold Ladau,false
i-PekxKWsZ4bgFrbFj9LrEem,Q106967475,Johannes Wilhelm von Nandelstadh,true
i-G4QdecQ6MsXD7WEhcFNK5v,Q106967477,Edvard Alexander Ramsay,true
i-G4QdecQ6MsXD7WEhcFNK5v,Q106967477,baron Edvard Aleksanteri Ramsay,false
i-PNmHnqPyRhVYDfz1Hy5FYA,Q106989471,Karl Hjalmar Rosenbröijer,true
i-PNmHnqPyRhVYDfz1Hy5FYA,Q106989471,Carl Hjalmar Rosenbröijer,false
i-AB24JHsfZmbjgiaW1jhHpr,Q106989473,Gösta August Sackleen,true
i-DZJtkrPfWZvk4Ap77q2uxp,Q106989480,Hjalmar Frithiof Segercrantz,true
i-DZJtkrPfWZvk4Ap77q2uxp,Q106989480,Hjalmar Fritiof Segercrantz,false
,Q106989485,Henrik Carl Gustaf August Standertskjöld,true
,Q106989485,Henrik Carl-Gustaf August Standertskjöld,false
,Q106989485,Henrik Karl Gustaf August Standertskjöld,false
,Q106989485,"Henrikki Kaarle Kustaa August Viirikilpi, 4.Lord of Vanantaka",false
i-WfUQPfBkC1vMdzuPBj75qe,Q106989489,Waldemar Stjerncreutz,true
i-WfUQPfBkC1vMdzuPBj75qe,Q106989489,Valdemar Stjerncreutz,false
i-WfUQPfBkC1vMdzuPBj75qe,Q106989489,Владимир Александрович Шернкрейц,false
i-XSfL81tGKVdgNb1sbowcRU,Q106989504,Henrik Ludvig Alfred Stjernvall,true
i-XSfL81tGKVdgNb1sbowcRU,Q106989504,Хенрик Шернваль,false
i-4AGuGd38hf4KespK8MYj27,Q107006384,James Mauritz Tigerstedt,true
i-Gs6f3qia8y8TrjE6nzWpMi,Q107006388,Hjalmar Edvard Tawast,true
i-G4NdDEqVRioq48p7EQbaeR,Q107012251,Axel Theodor Örnhjelm,true
i-5EWQY4MzankacfQX5u2dhf,Q107012252,August Henrik Uno Wrede,true
i-5EWQY4MzankacfQX5u2dhf,Q107012252,August Henrik Wrede af Elimä,false
i-5EWQY4MzankacfQX5u2dhf,Q107012252,August Wrede af Elimä,false
i-FcnE7JqpsivtwiXQm29xQS,Q107012257,Axel Leonard von Weissenberg,true
i-BQTtemhRFxri8bkWA15fpW,Q107012263,Hugo Johan Wilhelm Wadenstjerna,true
i-BQTtemhRFxri8bkWA15fpW,Q107012263,Hugo Johan Vilhelm Wadenstjerna,false
i-BoCjzxB1HqWMKLwoKMFc5u,Q107018373,Oskar Guido Tapio Aminoff,true
i-EBe5dMDhz6j26QDyaC28kC,Q107018411,Alexander von Becker,true
i-SvyiLaCvhwTTq33XMRDDFu,Q107018413,Artur Edvard von Bonsdorff,true
i-MQLhdYxVRGzFNC1bGzR64p,Q107054972,Carl August Wilhelm Cederholm,true
i-MQLhdYxVRGzFNC1bGzR64p,Q107054972,Karl August Wilhelm Sederholm,false
i-WaH1WaJMCBdN1Bjkr3fv3n,Q107054977,Carl Osvald de la Chapelle,true
i-8gwhDmAZHjAqSM8hKie1jm,Q107054983,Carl Gustaf Wilhelm von Christierson,true
i-8gwhDmAZHjAqSM8hKie1jm,Q107054983,Karl Gustaf Wilhelm von Christierson,false
i-YcDQHoEjWC4ZXi8YaWLrWD,Q107054987,Kurt Gustaf Edvard af Enehjelm,true
i-Lejo7aaUSkc6PuVVEFSNg9,Q107054990,Arvid Harald von Fieandt,true
i-YVQKzLah672iDR8XteMqnh,Q107054992,Edvard Ananias af Forselles,true
i-YVQKzLah672iDR8XteMqnh,Q107054992,Эдвард-Ананий Эдуардович Форселлес,false
i-YVQKzLah672iDR8XteMqnh,Q107054992,Эдуард Эдуардович Форселлес,false
i-314YX7oeCU1LCaEEZaEhSZ,Q107069595,Georg Viktor Berndt von Haartman,true
i-314YX7oeCU1LCaEEZaEhSZ,Q107069595,Bernt von Haartman,false
i-96gtHNi3JMykzgJTM4Hx9y,Q107069600,Georg Carl Fridolf Kuhlefelt,true
i-96gtHNi3JMykzgJTM4Hx9y,Q107069600,Georg Karl Fridolf Kuhlefelt,false
i-96gtHNi3JMykzgJTM4Hx9y,Q107069600,Georg Kuhlefelt,false
i-AY3QyG2gGZEVpLWyHUrhbG,Q107069605,Gustaf Elis Ferdinand Kuhlefelt,true
i-AY3QyG2gGZEVpLWyHUrhbG,Q107069605,Elis Gustaf Ferdinand Kuhlefelt,false
i-VFEu1HLKJix9SRhuJxAViZ,Q107069611,Alexander Wilhelm Lagerborg,true
i-QPoFfjW9PNsnWHP2wwCzA3,Q107086197,Henrik Josef Gustaf Mechelin,true
i-2zbE3PvdvoGkzS28dDgVHx,Q107086199,Oscar Alexander von Nandelstadh,true
i-HnTvUq9KxeheQ7d8MXETyv,Q107086202,Torsten Fredrik Zacharias Nordenswan,true
i-6f9w8zr5djLvQDUEsC1Hgm,Q107172244,Gustaf Eckhard Maximilian af Enehjelm,true
i-Q95QFncTZFNWLCngcWrEbX,Q107172247,Woldemar Alfred Ludvig Rehbinder,true
i-Q95QFncTZFNWLCngcWrEbX,Q107172247,Voldemar Alfred Ludvig Rehbinder,false
i-XGkmxbZJdVrXVST7BkBm6v,Q107172249,Berndt Adam Emil von Schantz,true
i-XGkmxbZJdVrXVST7BkBm6v,Q107172249,Bernt Adam Emil von Schantz,false
i-NUn9oiVKe8AEJreEd28SPr,Q107172250,Adolf Ferdinand Spåre,true
i-J9QVP868kjoy9GpwvRxM2v,Q107172252,Henrik Carl Axel Standertskjöld,true
i-J9QVP868kjoy9GpwvRxM2v,Q107172252,"Henrikki Viirikilpi, 5.Lord of Vavaantaka",false
i-WdzgZrDyFkeshj849nXyrU,Q107172253,Axel Edvard Wasastjerna,true
i-KX5eghvP7SMb85LhbRmnGV,Q107172255,Axel de la Chapelle,true
i-5MPjVAbwqdX7wpyfj7xs8w,Q107172256,Georg Mauritz von Christierson,true
i-BgRe1Jf11YU2kCDyNdfQZu,Q107201195,Otto Alfred von Fieandt,true
i-61Jz1Z6FGtCX4vUxYn1Rwh,Q107201208,Karl August Magnus Henrik Granfelt,true
i-61Jz1Z6FGtCX4vUxYn1Rwh,Q107201208,Carl August Magnus Henric Granfelt,false
i-DDHcpPqCSSHpgWZ2afLyzG,Q107201216,Alfred Michael von Haartman,true
i-DDHcpPqCSSHpgWZ2afLyzG,Q107201216,Alfred Michaël von Haartman,false
i-PSxzUhNbXQgjwkYXdXsr9W,Q107258244,Frans Axel Herman von Knorring,true
i-PSxzUhNbXQgjwkYXdXsr9W,Q107258244,Axel von Knorring,false
i-4SWFcm9V5VnDnxkzpCaPXy,Q107258245,Georg Emil Lindsay von Julin,true
i-4SWFcm9V5VnDnxkzpCaPXy,Q107258245,Georg Lindsay von Julin,false
i-PQT9K9ugXfybjCdmJX2bbf,Q107258246,Maunu Ossian af Heurlin,true
i-7cbszYFhoGcqA6j9sAaTGK,Q107283213,Berndt Theodor Munck,true
i-7cbszYFhoGcqA6j9sAaTGK,Q107283213,Berndt Theodor Munck af Fulkila,false
i-7cbszYFhoGcqA6j9sAaTGK,Q107283213,Bernt Teodor Munck,false
i-25WDyXxu97AE9nCuf58dk9,Q107283215,Carl Gustaf Munck,true
i-88mbe5FKDz8YjRfmAVcP1u,Q107283217,Evert Magnus Ridderstad,true
i-DAwXJdCpLgLeKVYt7T9rqv,Q107283219,Fredrik Walter Rosenlew,true
i-J6f1ZajyjyZvcuocyejwtK,Q107303731,Lilli Wilhelm Schildt,true
i-F8bLJJfdbZyEs3H1C5kMAw,Q107323176,Edgar Rafael Örnhjelm,true
i-Bw6JVg4K4gVgwPuaUH4W9g,Q107323177,Karl Max Werner Schulman,true
i-Bw6JVg4K4gVgwPuaUH4W9g,Q107323177,Karl Max Verner Schulman,false
i-4daXyaPb4SkVP2g2ReEmWL,Q107323179,Gustaf Emil Alfons Spåre,true
i-VL6tEmBdFX6K3RRRFJKTbB,Q107323180,Fredrik Hjalmar Stackelberg,true
i-SJiwEStodzYuHjM8tq7Dmg,Q107323184,Fredrik Kristoffer Tawast,true
